Gene	log2FoldChange	MAG_protein	Sialic_hit	Identity	Query_cov	Subject_cov	Evalue	Bitscore	Condition	Bin	Taxonomy
SRR10507663|k141_4446_4	16.8214865646957	diarrheaCDIneg_DASTool_bins_SemiBin_28|k141_14110_4	kpsM|kpsM_209_bv	42.5	96.3	96.0	4.4e-59	230.3	diarrheaCDIneg	SemiBin_28	Enterococcus_B faecium
SRR10507656|k141_106844_92	-19.9261771935465	control_DASTool_bins_bin.115|k141_252953_20	nanU|nanU_142022_bv	42.8	97.8	98.6	2.3e-101	371.7	control	bin.115	Bacteroides uniformis
SRR10507666|k141_27510_6	19.6115135478932	CDIpos_DASTool_bins_bin.2|k141_44186_6	satD|WP_207616619.1	45.1	80.0	98.9	3.7e-63	244.2	CDIpos	bin.2	Escherichia coli
SRR10507661|k141_12448_27	17.2414366125549	diarrheaCDIneg_DASTool_bins_SemiBin_28|k141_57669_6	satD|MBW4095910.1	45.1	79.2	95.9	2.0e-58	228.4	diarrheaCDIneg	SemiBin_28	Enterococcus_B faecium
SRR10507655|k141_12089_1	-19.451851846208	control_DASTool_bins_SemiBin_185|k141_97862_2	nanU|nanU_500862_bv	41.0	96.4	96.8	1.4e-96	355.9	control	SemiBin_185	Parabacteroides distasonis
SRR10507655|k141_26940_16	-20.6967242231902	control_DASTool_bins_bin.115|k141_62204_8	nanU|nanU_563802_bv	96.4	99.8	100.0	0.0e+00	1077.8	control	bin.115	Bacteroides uniformis
SRR10507661|k141_25001_32	17.5884253890925	diarrheaCDIneg_DASTool_bins_SemiBin_28|k141_31145_32	siaT|siaT_43096_uniprot	100.0	99.8	100.0	2.3e-219	763.5	diarrheaCDIneg	SemiBin_28	Enterococcus_B faecium
SRR10507653|k141_136459_20	-21.1663472997697	control_DASTool_bins_bin.32|k141_241035_65	nanK|nanK_40_bv	59.1	99.4	99.4	1.4e-104	381.7	control	bin.32	Eubacterium_R sp000434995
SRR10507656|k141_91866_394	-21.1528916167196	control_DASTool_bins_bin.32|k141_241035_65	nanK|nanK_40_bv	59.1	99.4	99.4	1.4e-104	381.7	control	bin.32	Eubacterium_R sp000434995
SRR10507654|k141_17993_91	-19.77790078632	CDIpos_DASTool_bins_bin.100|k141_58618_92	nanU|nanU_42577_bv	77.3	99.8	99.8	4.6e-249	862.4	CDIpos	bin.100	Phocaeicola massiliensis
SRR10507663|k141_71_76	15.8805884517224	diarrheaCDIneg_DASTool_bins_SemiBin_28|k141_13845_30	satD|WP_227924124.1	44.6	81.9	94.8	3.2e-61	237.7	diarrheaCDIneg	SemiBin_28	Enterococcus_B faecium
SRR10507658|k141_31782_21	20.6842094275764	CDIpos_DASTool_bins_bin.2|k141_41201_26	siaT|siaT_19174_uniprot	90.6	99.8	100.0	3.2e-205	716.5	CDIpos	bin.2	Escherichia coli
SRR10507663|k141_14750_21	17.5065569061559	diarrheaCDIneg_DASTool_bins_SemiBin_28|k141_31145_32	siaT|siaT_43096_uniprot	100.0	99.8	100.0	2.3e-219	763.5	diarrheaCDIneg	SemiBin_28	Enterococcus_B faecium
SRR10507661|k141_10409_38	17.4643228099225	diarrheaCDIneg_DASTool_bins_SemiBin_28|k141_9293_37	nanK|nanK_1618_bv	40.0	97.5	98.4	9.3e-48	193.0	diarrheaCDIneg	SemiBin_28	Enterococcus_B faecium
SRR10507660|k141_40245_14	-19.7876614646674	CDIpos_DASTool_bins_SemiBin_9_sub|k141_51032_3	nanU|nanU_592890_bv	99.6	99.8	100.0	3.2e-286	985.7	CDIpos	SemiBin_9_sub	Bacteroides salyersiae
SRR10507661|k141_16962_65	17.7567989726733	diarrheaCDIneg_DASTool_bins_SemiBin_28|k141_13845_30	satD|WP_227924124.1	44.6	81.9	94.8	3.2e-61	237.7	diarrheaCDIneg	SemiBin_28	Enterococcus_B faecium
SRR10507663|k141_9088_44	17.2738905870936	diarrheaCDIneg_DASTool_bins_SemiBin_28|k141_57669_6	satD|MBW4095910.1	45.1	79.2	95.9	2.0e-58	228.4	diarrheaCDIneg	SemiBin_28	Enterococcus_B faecium
SRR10507661|k141_10104_71	16.2796234494411	diarrheaCDIneg_DASTool_bins_SemiBin_28|k141_36726_5	satD|WP_436072170.1	40.5	70.7	95.3	5.1e-39	164.1	diarrheaCDIneg	SemiBin_28	Enterococcus_B faecium
SRR10507663|k141_331_8	17.7675172793704	diarrheaCDIneg_DASTool_bins_SemiBin_28|k141_13021_6	nagA|nagA_88277_bv	100.0	99.7	100.0	4.3e-225	782.3	diarrheaCDIneg	SemiBin_28	Enterococcus_B faecium
SRR10507653|k141_131997_4	-20.4961067679896	control_DASTool_bins_bin.32|k141_263878_144	nagB|nagB_40150_bv	100.0	99.6	100.0	2.3e-136	486.9	control	bin.32	Eubacterium_R sp000434995
SRR10507666|k141_12523_42	18.598747828645	CDIpos_DASTool_bins_bin.2|k141_97161_4	siaQ|siaQ_388033_bv	100.0	99.4	97.7	1.1e-81	304.7	CDIpos	bin.2	Escherichia coli
SRR10507656|k141_42415_145	-20.2406015543705	control_DASTool_bins_bin.32|k141_263878_144	nagB|nagB_40150_bv	100.0	99.6	100.0	2.3e-136	486.9	control	bin.32	Eubacterium_R sp000434995
SRR10507663|k141_5963_45	16.982820113916	diarrheaCDIneg_DASTool_bins_SemiBin_28|k141_47611_45	nagB|nagB_190441_bv	100.0	99.6	91.7	3.9e-128	459.5	diarrheaCDIneg	SemiBin_28	Enterococcus_B faecium
SRR10507658|k141_11379_235	19.6273797531984	CDIpos_DASTool_bins_bin.2|k141_138055_42	nanR|nanR_8_bv	100.0	99.6	100.0	4.1e-126	453.0	CDIpos	bin.2	Escherichia coli
SRR10507657|k141_43039_93	-19.6520025070379	control_DASTool_bins_SemiBin_185|k141_97862_2	nanU|nanU_500862_bv	41.0	96.4	96.8	1.4e-96	355.9	control	SemiBin_185	Parabacteroides distasonis
SRR10507659|k141_2390_14	-19.5891435650081	control_DASTool_bins_SemiBin_113|k141_253097_2	nanH|nanH_4619_bv	99.8	78.4	100.0	1.7e-262	907.1	control	SemiBin_113	Phocaeicola massiliensis
SRR10507661|k141_9745_46	15.76956989475	diarrheaCDIneg_DASTool_bins_SemiBin_28|k141_47611_45	nagB|nagB_190441_bv	100.0	99.6	91.7	3.9e-128	459.5	diarrheaCDIneg	SemiBin_28	Enterococcus_B faecium
SRR10507666|k141_12471_59	18.1017514077486	CDIpos_DASTool_bins_bin.2|k141_138055_39	nanE|nanE_8421_bv	100.0	99.6	87.7	8.8e-125	448.4	CDIpos	bin.2	Escherichia coli
SRR10507654|k141_65043_2	-19.3785010044728	control_DASTool_bins_SemiBin_113|k141_253097_2	nanH|nanH_4619_bv	99.8	78.4	100.0	1.7e-262	907.1	control	SemiBin_113	Phocaeicola massiliensis
SRR10507658|k141_31640_6	18.2594871983119	CDIpos_DASTool_bins_bin.2|k141_44186_6	satD|WP_207616619.1	45.1	80.0	98.9	3.7e-63	244.2	CDIpos	bin.2	Escherichia coli
SRR10507658|k141_11379_234	18.070562285106	CDIpos_DASTool_bins_bin.2|k141_138055_41	nanA|nanA_5472_bv	100.0	99.7	96.4	5.4e-167	589.0	CDIpos	bin.2	Escherichia coli
SRR10507659|k141_97205_88	-19.6792525729847	CDIpos_DASTool_bins_bin.100|k141_58618_95	nanU|nanU_256145_bv	98.9	99.8	99.4	0.0e+00	1130.2	CDIpos	bin.100	Phocaeicola massiliensis
SRR10507661|k141_20902_22	16.9180880134404	diarrheaCDIneg_DASTool_bins_SemiBin_28|k141_1019_22	nanE|nanE_26011_bv	100.0	99.6	93.4	2.0e-121	437.2	diarrheaCDIneg	SemiBin_28	Enterococcus_B faecium
SRR10507658|k141_11379_231	19.2432598499414	CDIpos_DASTool_bins_bin.2|k141_138055_38	nanK|nanK_717_bv	100.0	99.7	100.0	3.4e-158	559.7	CDIpos	bin.2	Escherichia coli
SRR10507658|k141_11379_232	19.160192394236	CDIpos_DASTool_bins_bin.2|k141_138055_39	nanE|nanE_8421_bv	100.0	99.6	87.7	8.8e-125	448.4	CDIpos	bin.2	Escherichia coli
SRR10507666|k141_3934_27	-19.3466139589794	CDIpos_DASTool_bins_bin.100|k141_12056_2	nanU|nanU_430414_bv	46.8	99.8	99.0	9.4e-158	559.3	CDIpos	bin.100	Phocaeicola massiliensis
SRR10507666|k141_13138_3	-19.4072469568377	CDIpos_DASTool_bins_bin.100|k141_19384_3	nanU|nanU_428403_bv	69.7	98.8	99.4	6.2e-208	725.7	CDIpos	bin.100	Phocaeicola massiliensis
SRR10507666|k141_64_87	18.9161077334788	CDIpos_DASTool_bins_bin.2|k141_58348_11	satD|HJG53471.1	40.5	79.5	71.2	7.3e-26	119.8	CDIpos	bin.2	Escherichia coli
SRR10507658|k141_29756_70	18.9620009177958	CDIpos_DASTool_bins_bin.2|k141_76266_10	satD|WP_121660542.1	40.2	89.5	81.1	4.6e-25	117.1	CDIpos	bin.2	Escherichia coli
SRR10507654|k141_90765_29	-18.8568671079719	CDIpos_DASTool_bins_bin.100|k141_136543_14	nagB|nagB_9212_bv	100.0	99.6	100.0	8.7e-153	541.6	CDIpos	bin.100	Phocaeicola massiliensis
SRR10507659|k141_119869_31	-19.3220441701956	CDIpos_DASTool_bins_bin.100|k141_136543_12	SIAE|SIAE_5042_bv	100.0	99.8	100.0	9.2e-305	1047.3	CDIpos	bin.100	Phocaeicola massiliensis
SRR10507659|k141_97205_5	-18.9231473911469	CDIpos_DASTool_bins_bin.100|k141_71887_43	nanM|nanM_3259_bv	44.9	90.8	93.8	1.1e-71	272.7	CDIpos	bin.100	Phocaeicola massiliensis
SRR10507654|k141_27316_3	-19.0180641219457	CDIpos_DASTool_bins_bin.100|k141_19384_3	nanU|nanU_428403_bv	69.7	98.8	99.4	6.2e-208	725.7	CDIpos	bin.100	Phocaeicola massiliensis
SRR10507663|k141_14750_20	16.5898685142301	diarrheaCDIneg_DASTool_bins_SemiBin_28|k141_31145_33	siaQ|siaQ_327815_bv	54.5	95.6	93.8	3.1e-36	153.7	diarrheaCDIneg	SemiBin_28	Enterococcus_B faecium
SRR10507666|k141_31756_50	18.9104338182509	CDIpos_DASTool_bins_bin.2|k141_126378_50	satB|MBM3693078.1	40.0	97.5	99.4	1.2e-55	219.2	CDIpos	bin.2	Escherichia coli
SRR10507666|k141_51130_39	18.5466308376892	CDIpos_DASTool_bins_bin.2|k141_33883_86	ompF|ompF_6268_bv	65.9	99.7	100.0	3.8e-135	483.4	CDIpos	bin.2	Escherichia coli
SRR10507666|k141_12471_60	18.5594085368156	CDIpos_DASTool_bins_bin.2|k141_138055_38	nanK|nanK_717_bv	100.0	99.7	100.0	3.4e-158	559.7	CDIpos	bin.2	Escherichia coli
SRR10507654|k141_69886_27	-18.3820866202013	CDIpos_DASTool_bins_bin.100|k141_122120_8	nanU|nanU_460596_bv	43.8	99.2	98.4	3.2e-108	394.4	CDIpos	bin.100	Phocaeicola massiliensis
SRR10507666|k141_870_12	-15.6759518034457	CDIpos_DASTool_bins_bin.100|k141_71887_36	nanU|nanU_444739_bv	99.8	93.9	100.0	1.4e-284	980.3	CDIpos	bin.100	Phocaeicola massiliensis
SRR10507666|k141_12471_129	15.9007699215111	CDIpos_DASTool_bins_bin.2|k141_137330_56	nagB|nagB_62438_bv	44.0	94.1	88.5	2.8e-49	197.6	CDIpos	bin.2	Escherichia coli
SRR10507666|k141_18311_25	15.9182054854501	CDIpos_DASTool_bins_bin.2|k141_90233_11	satD|WP_022922052.1	47.9	79.3	92.8	2.5e-58	228.0	CDIpos	bin.2	Escherichia coli
SRR10507658|k141_11379_162	15.8729247277678	CDIpos_DASTool_bins_bin.2|k141_137330_56	nagB|nagB_62438_bv	44.0	94.1	88.5	2.8e-49	197.6	CDIpos	bin.2	Escherichia coli
SRR10507666|k141_31756_47	15.9006383259707	CDIpos_DASTool_bins_bin.2|k141_126378_47	satD|WP_062009075.1	41.1	85.5	84.6	1.5e-43	178.7	CDIpos	bin.2	Escherichia coli
SRR10507663|k141_14466_3	14.0817188618351	diarrheaCDIneg_DASTool_bins_SemiBin_28|k141_17672_4	satD|WP_069102428.1	50.0	77.8	85.0	7.5e-60	233.0	diarrheaCDIneg	SemiBin_28	Enterococcus_B faecium
SRR10507661|k141_90_3	13.7715854040448	diarrheaCDIneg_DASTool_bins_SemiBin_28|k141_17672_4	satD|WP_069102428.1	50.0	77.8	85.0	7.5e-60	233.0	diarrheaCDIneg	SemiBin_28	Enterococcus_B faecium
SRR10507666|k141_12471_61	-14.3190841193452	CDIpos_DASTool_bins_bin.2|k141_138055_37	nanQ|nanQ_4_bv	100.0	99.4	100.0	6.0e-85	315.5	CDIpos	bin.2	Escherichia coli
SRR10507662|k141_1870_26	9.59657984252708	diarrheaCDIneg_DASTool_bins_SemiBin_30|k141_8905_26	SIAE|SIAE_26843_refseq	100.0	99.7	100.0	6.2e-201	701.8	diarrheaCDIneg	SemiBin_30	Escherichia coli
SRR10507662|k141_5254_6	10.2351113474245	CDIpos_DASTool_bins_bin.2|k141_138055_39	nanE|nanE_8421_bv	100.0	99.6	87.7	8.8e-125	448.4	CDIpos	bin.2	Escherichia coli
SRR10507666|k141_18311_28	-13.7133862616422	CDIpos_DASTool_bins_bin.2|k141_90233_8	satB|MFN4189717.1	43.8	95.0	96.4	1.8e-65	251.9	CDIpos	bin.2	Escherichia coli
SRR10507662|k141_5254_5	10.7360666045226	diarrheaCDIneg_DASTool_bins_SemiBin_30|k141_64401_5	nanK|nanK_4989_bv	100.0	99.7	96.4	1.3e-157	557.8	diarrheaCDIneg	SemiBin_30	Escherichia coli
SRR10507658|k141_11379_33	-12.5649898247829	CDIpos_DASTool_bins_bin.2|k141_48864_20	siaM|siaM_2231_bv	100.0	99.8	100.0	4.0e-227	789.3	CDIpos	bin.2	Escherichia coli
SRR10507658|k141_15094_143	-13.3112628449299	CDIpos_DASTool_bins_bin.2|k141_40710_32	siaT|siaT_3434_uniprot	100.0	99.8	100.0	3.7e-209	729.6	CDIpos	bin.2	Escherichia coli
SRR10507662|k141_31291_22	7.54757566331124	diarrheaCDIneg_DASTool_bins_SemiBin_30|k141_63679_28	kpsD|kpsD_12805_bv	100.0	99.8	99.8	0.0e+00	1082.8	diarrheaCDIneg	SemiBin_30	Escherichia coli
SRR10507662|k141_5254_9	7.44595180271104	diarrheaCDIneg_DASTool_bins_SemiBin_30|k141_64401_9	nanR|nanR_50_bv	93.5	99.6	100.0	5.3e-126	452.6	diarrheaCDIneg	SemiBin_30	Escherichia coli
SRR10507654|k141_7681_85	-7.27747713653123	CDIpos_DASTool_bins_SemiBin_49|k141_34795_2	nanU|nanU_497957_bv	75.9	97.8	99.8	1.1e-220	768.1	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507666|k141_18488_8	-12.5900347270648	CDIpos_DASTool_bins_bin.2|k141_140806_6	satD|WP_249736668.1	40.2	89.2	82.5	2.5e-32	141.4	CDIpos	bin.2	Escherichia coli
SRR10507660|k141_22822_65	-6.8204490360191	CDIpos_DASTool_bins_SemiBin_49|k141_88759_30	nanU|nanU_230315_bv	100.0	99.2	96.8	8.3e-309	1060.8	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507655|k141_33561_30	-6.815328699434	CDIpos_DASTool_bins_SemiBin_49|k141_88759_30	nanU|nanU_230315_bv	100.0	99.2	96.8	8.3e-309	1060.8	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507656|k141_32052_42	-6.75986189395585	CDIpos_DASTool_bins_SemiBin_49|k141_88759_30	nanU|nanU_230315_bv	100.0	99.2	96.8	8.3e-309	1060.8	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507660|k141_22822_139	-6.93584685294224	CDIpos_DASTool_bins_SemiBin_49|k141_34795_2	nanU|nanU_497957_bv	75.9	97.8	99.8	1.1e-220	768.1	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507654|k141_49817_24	-6.64572036230487	CDIpos_DASTool_bins_SemiBin_49|k141_88759_30	nanU|nanU_230315_bv	100.0	99.2	96.8	8.3e-309	1060.8	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507665|k141_27370_65	-6.76843598517689	CDIpos_DASTool_bins_SemiBin_49|k141_88759_30	nanU|nanU_230315_bv	100.0	99.2	96.8	8.3e-309	1060.8	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507660|k141_48658_43	9.48662389177874	CDIpos_DASTool_bins_bin.71|k141_136117_3	nanU|nanU_305779_bv	60.5	99.7	100.0	1.4e-214	748.0	CDIpos	bin.71	Parabacteroides distasonis
SRR10507665|k141_27370_139	-6.83796841137451	CDIpos_DASTool_bins_SemiBin_49|k141_34795_2	nanU|nanU_497957_bv	75.9	97.8	99.8	1.1e-220	768.1	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507654|k141_17708_38	-6.50953469289014	CDIpos_DASTool_bins_SemiBin_49|k141_71890_11	nanU|nanU_574902_bv	99.8	99.8	99.8	5.8e-299	1028.1	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507656|k141_106292_82	-7.29015958508334	CDIpos_DASTool_bins_SemiBin_49|k141_34795_2	nanU|nanU_497957_bv	75.9	97.8	99.8	1.1e-220	768.1	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507662|k141_28286_106	9.02867522061269	diarrheaCDIneg_DASTool_bins_SemiBin_70|k141_14054_106	satB|MCS6825930.1	40.2	95.7	97.1	3.2e-56	221.1	diarrheaCDIneg	SemiBin_70	Pyramidobacter piscolens
SRR10507656|k141_110671_101	-6.49335442067593	CDIpos_DASTool_bins_SemiBin_49|k141_71890_11	nanU|nanU_574902_bv	99.8	99.8	99.8	5.8e-299	1028.1	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507657|k141_16342_115	-6.39751941363815	CDIpos_DASTool_bins_SemiBin_49|k141_71890_11	nanU|nanU_574902_bv	99.8	99.8	99.8	5.8e-299	1028.1	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507655|k141_31969_64	-6.23918222139338	CDIpos_DASTool_bins_SemiBin_49|k141_34795_2	nanU|nanU_497957_bv	75.9	97.8	99.8	1.1e-220	768.1	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507665|k141_28219_36	-6.3883707557955	CDIpos_DASTool_bins_SemiBin_49|k141_9822_5	nagA|nagA_2756_bv	100.0	99.7	100.0	9.6e-225	781.2	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507654|k141_7681_77	-6.68572341124271	CDIpos_DASTool_bins_SemiBin_49|k141_91101_10	nanU|nanU_317574_bv	100.0	99.8	99.0	1.1e-308	1060.4	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507660|k141_31039_36	-6.36194012685228	CDIpos_DASTool_bins_SemiBin_49|k141_9822_5	nagA|nagA_2756_bv	100.0	99.7	100.0	9.6e-225	781.2	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507666|k141_40091_32	-11.5263991930477	CDIpos_DASTool_bins_bin.2|k141_48864_19	siaQ|siaQ_3733_bv	100.0	99.4	100.0	9.6e-86	318.2	CDIpos	bin.2	Escherichia coli
SRR10507660|k141_5820_26	8.97475170209315	CDIpos_DASTool_bins_bin.71|k141_78823_12	nanU|nanU_291680_bv	42.6	99.0	98.2	1.2e-115	419.1	CDIpos	bin.71	Parabacteroides distasonis
SRR10507662|k141_44596_10	8.72507378477615	diarrheaCDIneg_DASTool_bins_SemiBin_60|k141_4317_10	satB|MFN4189717.1	43.8	99.0	99.3	6.5e-67	256.5	diarrheaCDIneg	SemiBin_60	Enterocloster bolteae
SRR10507653|k141_62621_35	-6.30644199602932	CDIpos_DASTool_bins_SemiBin_49|k141_9822_5	nagA|nagA_2756_bv	100.0	99.7	100.0	9.6e-225	781.2	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507659|k141_1503_85	-6.2831714779056	CDIpos_DASTool_bins_SemiBin_49|k141_91101_10	nanU|nanU_317574_bv	100.0	99.8	99.0	1.1e-308	1060.4	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507662|k141_5379_116	6.8230334242531	CDIpos_DASTool_bins_bin.71|k141_128636_8	nanU|nanU_525511_bv	52.8	98.9	96.4	9.4e-165	582.4	CDIpos	bin.71	Parabacteroides distasonis
SRR10507654|k141_16561_14	-6.69899181305675	diarrheaCDIneg_DASTool_bins_bin.6|k141_49656_30	nanK|nanK_7216_bv	41.7	94.4	96.5	5.3e-59	230.3	diarrheaCDIneg	bin.6	Phocaeicola dorei
