Gene	log2FoldChange	MAG_protein	Sialic_hit	Identity	Query_cov	Subject_cov	Evalue	Bitscore	Condition	Bin	Taxonomy
SRR10507666|k141_870_12	20.397606816403	CDIpos_DASTool_bins_bin.100|k141_71887_36	nanU|nanU_444739_bv	99.8	93.9	100.0	1.4e-284	980.3	CDIpos	bin.100	Phocaeicola massiliensis
SRR10507659|k141_10529_42	21.4739711291043	CDIpos_DASTool_bins_SemiBin_49|k141_107464_31	nanU|nanU_298447_bv	98.2	99.8	100.0	0.0e+00	1124.4	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507666|k141_612_42	21.4276712205691	CDIpos_DASTool_bins_SemiBin_49|k141_107464_31	nanU|nanU_298447_bv	98.2	99.8	100.0	0.0e+00	1124.4	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507657|k141_23247_62	21.2449884796015	CDIpos_DASTool_bins_SemiBin_49|k141_107464_31	nanU|nanU_298447_bv	98.2	99.8	100.0	0.0e+00	1124.4	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507666|k141_40091_32	19.8209768256123	CDIpos_DASTool_bins_bin.2|k141_48864_19	siaQ|siaQ_3733_bv	100.0	99.4	100.0	9.6e-86	318.2	CDIpos	bin.2	Escherichia coli
SRR10507661|k141_10104_71	-16.3294071202227	diarrheaCDIneg_DASTool_bins_SemiBin_28|k141_36726_5	satD|WP_436072170.1	40.5	70.7	95.3	5.1e-39	164.1	diarrheaCDIneg	SemiBin_28	Enterococcus_B faecium
SRR10507660|k141_40245_14	19.4247777307788	CDIpos_DASTool_bins_SemiBin_9_sub|k141_51032_3	nanU|nanU_592890_bv	99.6	99.8	100.0	3.2e-286	985.7	CDIpos	SemiBin_9_sub	Bacteroides salyersiae
SRR10507661|k141_14765_6	-15.9445105969767	diarrheaCDIneg_DASTool_bins_SemiBin_28|k141_13021_6	nagA|nagA_88277_bv	100.0	99.7	100.0	4.3e-225	782.3	diarrheaCDIneg	SemiBin_28	Enterococcus_B faecium
SRR10507663|k141_71_76	-14.3247681457841	diarrheaCDIneg_DASTool_bins_SemiBin_28|k141_13845_30	satD|WP_227924124.1	44.6	81.9	94.8	3.2e-61	237.7	diarrheaCDIneg	SemiBin_28	Enterococcus_B faecium
SRR10507661|k141_12448_27	-15.4056766443581	diarrheaCDIneg_DASTool_bins_SemiBin_28|k141_57669_6	satD|MBW4095910.1	45.1	79.2	95.9	2.0e-58	228.4	diarrheaCDIneg	SemiBin_28	Enterococcus_B faecium
SRR10507661|k141_20902_22	-16.3473344270263	diarrheaCDIneg_DASTool_bins_SemiBin_28|k141_1019_22	nanE|nanE_26011_bv	100.0	99.6	93.4	2.0e-121	437.2	diarrheaCDIneg	SemiBin_28	Enterococcus_B faecium
SRR10507663|k141_15683_42	-13.930089596967	diarrheaCDIneg_DASTool_bins_SemiBin_28|k141_9293_37	nanK|nanK_1618_bv	40.0	97.5	98.4	9.3e-48	193.0	diarrheaCDIneg	SemiBin_28	Enterococcus_B faecium
SRR10507663|k141_14750_20	-16.0191144819321	diarrheaCDIneg_DASTool_bins_SemiBin_28|k141_31145_33	siaQ|siaQ_327815_bv	54.5	95.6	93.8	3.1e-36	153.7	diarrheaCDIneg	SemiBin_28	Enterococcus_B faecium
SRR10507661|k141_25001_32	-14.8815864508211	diarrheaCDIneg_DASTool_bins_SemiBin_28|k141_31145_32	siaT|siaT_43096_uniprot	100.0	99.8	100.0	2.3e-219	763.5	diarrheaCDIneg	SemiBin_28	Enterococcus_B faecium
SRR10507663|k141_2018_67	-15.9085933528979	diarrheaCDIneg_DASTool_bins_SemiBin_28|k141_1019_22	nanE|nanE_26011_bv	100.0	99.6	93.4	2.0e-121	437.2	diarrheaCDIneg	SemiBin_28	Enterococcus_B faecium
SRR10507661|k141_9745_46	-13.7918657234621	diarrheaCDIneg_DASTool_bins_SemiBin_28|k141_47611_45	nagB|nagB_190441_bv	100.0	99.6	91.7	3.9e-128	459.5	diarrheaCDIneg	SemiBin_28	Enterococcus_B faecium
SRR10507661|k141_10409_38	-14.755639611791	diarrheaCDIneg_DASTool_bins_SemiBin_28|k141_9293_37	nanK|nanK_1618_bv	40.0	97.5	98.4	9.3e-48	193.0	diarrheaCDIneg	SemiBin_28	Enterococcus_B faecium
SRR10507663|k141_9088_44	-14.1366109264666	diarrheaCDIneg_DASTool_bins_SemiBin_28|k141_57669_6	satD|MBW4095910.1	45.1	79.2	95.9	2.0e-58	228.4	diarrheaCDIneg	SemiBin_28	Enterococcus_B faecium
SRR10507663|k141_14750_21	-14.0380550990391	diarrheaCDIneg_DASTool_bins_SemiBin_28|k141_31145_32	siaT|siaT_43096_uniprot	100.0	99.8	100.0	2.3e-219	763.5	diarrheaCDIneg	SemiBin_28	Enterococcus_B faecium
SRR10507663|k141_4446_4	-12.7692434066004	diarrheaCDIneg_DASTool_bins_SemiBin_28|k141_14110_4	kpsM|kpsM_209_bv	42.5	96.3	96.0	4.4e-59	230.3	diarrheaCDIneg	SemiBin_28	Enterococcus_B faecium
SRR10507663|k141_331_8	-14.0282530343412	diarrheaCDIneg_DASTool_bins_SemiBin_28|k141_13021_6	nagA|nagA_88277_bv	100.0	99.7	100.0	4.3e-225	782.3	diarrheaCDIneg	SemiBin_28	Enterococcus_B faecium
SRR10507661|k141_16962_65	-13.7911633449524	diarrheaCDIneg_DASTool_bins_SemiBin_28|k141_13845_30	satD|WP_227924124.1	44.6	81.9	94.8	3.2e-61	237.7	diarrheaCDIneg	SemiBin_28	Enterococcus_B faecium
SRR10507656|k141_106844_92	15.4564967831457	control_DASTool_bins_bin.115|k141_252953_20	nanU|nanU_142022_bv	42.8	97.8	98.6	2.3e-101	371.7	control	bin.115	Bacteroides uniformis
SRR10507663|k141_5963_45	-13.5138809334165	diarrheaCDIneg_DASTool_bins_SemiBin_28|k141_47611_45	nagB|nagB_190441_bv	100.0	99.6	91.7	3.9e-128	459.5	diarrheaCDIneg	SemiBin_28	Enterococcus_B faecium
SRR10507663|k141_7482_2	-14.7891178577462	diarrheaCDIneg_DASTool_bins_SemiBin_28|k141_47025_16	nanK|nanK_30939_bv	98.3	79.3	100.0	9.5e-132	471.9	diarrheaCDIneg	SemiBin_28	Enterococcus_B faecium
SRR10507661|k141_10280_52	-14.3994914134383	diarrheaCDIneg_DASTool_bins_SemiBin_28|k141_47025_16	nanK|nanK_30939_bv	98.3	79.3	100.0	9.5e-132	471.9	diarrheaCDIneg	SemiBin_28	Enterococcus_B faecium
SRR10507655|k141_26940_16	14.3615037214919	control_DASTool_bins_bin.115|k141_62204_8	nanU|nanU_563802_bv	96.4	99.8	100.0	0.0e+00	1077.8	control	bin.115	Bacteroides uniformis
SRR10507663|k141_14466_3	-13.5109677005869	diarrheaCDIneg_DASTool_bins_SemiBin_28|k141_17672_4	satD|WP_069102428.1	50.0	77.8	85.0	7.5e-60	233.0	diarrheaCDIneg	SemiBin_28	Enterococcus_B faecium
SRR10507661|k141_90_3	-13.2008321182271	diarrheaCDIneg_DASTool_bins_SemiBin_28|k141_17672_4	satD|WP_069102428.1	50.0	77.8	85.0	7.5e-60	233.0	diarrheaCDIneg	SemiBin_28	Enterococcus_B faecium
SRR10507658|k141_24740_13	7.35250214679139	CDIpos_DASTool_bins_SemiBin_49|k141_88759_30	nanU|nanU_230315_bv	100.0	99.2	96.8	8.3e-309	1060.8	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507658|k141_28685_61	7.1174784421745	CDIpos_DASTool_bins_SemiBin_49|k141_80043_27	nanU|nanU_601173_bv	99.3	99.8	98.1	0.0e+00	1151.3	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507656|k141_32052_42	6.75760832636519	CDIpos_DASTool_bins_SemiBin_49|k141_88759_30	nanU|nanU_230315_bv	100.0	99.2	96.8	8.3e-309	1060.8	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507665|k141_27370_147	6.85212083149098	CDIpos_DASTool_bins_SemiBin_49|k141_91101_10	nanU|nanU_317574_bv	100.0	99.8	99.0	1.1e-308	1060.4	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507656|k141_106292_74	6.8806458210994	CDIpos_DASTool_bins_SemiBin_49|k141_91101_10	nanU|nanU_317574_bv	100.0	99.8	99.0	1.1e-308	1060.4	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507655|k141_33561_30	6.71778647344641	CDIpos_DASTool_bins_SemiBin_49|k141_88759_30	nanU|nanU_230315_bv	100.0	99.2	96.8	8.3e-309	1060.8	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507654|k141_49817_24	6.65727019337554	CDIpos_DASTool_bins_SemiBin_49|k141_88759_30	nanU|nanU_230315_bv	100.0	99.2	96.8	8.3e-309	1060.8	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507660|k141_22822_147	6.73979641740119	CDIpos_DASTool_bins_SemiBin_49|k141_91101_10	nanU|nanU_317574_bv	100.0	99.8	99.0	1.1e-308	1060.4	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507658|k141_34639_44	7.21174365390268	CDIpos_DASTool_bins_SemiBin_49|k141_71890_11	nanU|nanU_574902_bv	99.8	99.8	99.8	5.8e-299	1028.1	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507656|k141_20405_9	6.71767440856038	CDIpos_DASTool_bins_SemiBin_49|k141_80043_27	nanU|nanU_601173_bv	99.3	99.8	98.1	0.0e+00	1151.3	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507659|k141_1503_85	6.66520523244548	CDIpos_DASTool_bins_SemiBin_49|k141_91101_10	nanU|nanU_317574_bv	100.0	99.8	99.0	1.1e-308	1060.4	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507665|k141_27370_65	6.72279364906592	CDIpos_DASTool_bins_SemiBin_49|k141_88759_30	nanU|nanU_230315_bv	100.0	99.2	96.8	8.3e-309	1060.8	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507660|k141_22822_65	6.6013912106729	CDIpos_DASTool_bins_SemiBin_49|k141_88759_30	nanU|nanU_230315_bv	100.0	99.2	96.8	8.3e-309	1060.8	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507666|k141_475_85	6.78838967550458	CDIpos_DASTool_bins_SemiBin_49|k141_91101_10	nanU|nanU_317574_bv	100.0	99.8	99.0	1.1e-308	1060.4	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507658|k141_33230_22	6.7321739863992	CDIpos_DASTool_bins_SemiBin_49|k141_91101_10	nanU|nanU_317574_bv	100.0	99.8	99.0	1.1e-308	1060.4	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507662|k141_23948_4	-9.33427014338655	diarrheaCDIneg_DASTool_bins_SemiBin_70|k141_35143_4	siaM|siaM_124661_bv	100.0	99.8	100.0	1.2e-228	794.3	diarrheaCDIneg	SemiBin_70	Pyramidobacter piscolens
SRR10507666|k141_8503_105	6.64153102211054	CDIpos_DASTool_bins_SemiBin_49|k141_150351_30	SIAE|SIAE_19013_uniprot	98.9	70.8	99.2	1.6e-208	727.6	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507658|k141_28685_39	7.02066570706117	diarrheaCDIneg_DASTool_bins_bin.6|k141_49656_30	nanK|nanK_7216_bv	41.7	94.4	96.5	5.3e-59	230.3	diarrheaCDIneg	bin.6	Phocaeicola dorei
SRR10507655|k141_9277_60	6.88047549748998	CDIpos_DASTool_bins_SemiBin_49|k141_110636_48	nanU|nanU_572409_bv	43.5	86.6	76.6	2.6e-100	368.2	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507658|k141_19626_43	6.91091362202163	CDIpos_DASTool_bins_SemiBin_49|k141_110636_48	nanU|nanU_572409_bv	43.5	86.6	76.6	2.6e-100	368.2	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507658|k141_1068_33	7.59234520316719	CDIpos_DASTool_bins_SemiBin_49|k141_116648_9	nanU|nanU_628889_bv	99.8	97.6	100.0	9.5e-313	1073.9	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507656|k141_110671_94	6.58534641834943	CDIpos_DASTool_bins_SemiBin_49|k141_71890_18	nanM|nanM_3259_bv	42.4	89.0	98.6	2.6e-71	271.6	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507653|k141_55382_2	6.84528442765416	CDIpos_DASTool_bins_SemiBin_49|k141_110636_48	nanU|nanU_572409_bv	43.5	86.6	76.6	2.6e-100	368.2	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507658|k141_34639_37	6.63533405368784	CDIpos_DASTool_bins_SemiBin_49|k141_71890_18	nanM|nanM_3259_bv	42.4	89.0	98.6	2.6e-71	271.6	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507655|k141_87380_3	6.55431270558937	CDIpos_DASTool_bins_SemiBin_49|k141_29107_1	nanU|nanU_311719_bv	55.9	99.8	99.6	2.4e-156	554.3	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507665|k141_35839_38	6.86781249194602	CDIpos_DASTool_bins_SemiBin_49|k141_110636_48	nanU|nanU_572409_bv	43.5	86.6	76.6	2.6e-100	368.2	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507659|k141_123017_12	6.28179558492298	CDIpos_DASTool_bins_SemiBin_49|k141_71890_11	nanU|nanU_574902_bv	99.8	99.8	99.8	5.8e-299	1028.1	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507659|k141_123017_5	6.58634691706606	CDIpos_DASTool_bins_SemiBin_49|k141_71890_18	nanM|nanM_3259_bv	42.4	89.0	98.6	2.6e-71	271.6	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507660|k141_6661_50	6.81551562442232	CDIpos_DASTool_bins_SemiBin_49|k141_110636_48	nanU|nanU_572409_bv	43.5	86.6	76.6	2.6e-100	368.2	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507666|k141_16965_146	7.11057027001949	CDIpos_DASTool_bins_SemiBin_49|k141_29233_17	nanU|nanU_71571_bv	44.1	99.6	99.7	6.7e-157	556.6	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507666|k141_45943_10	6.49942374243876	CDIpos_DASTool_bins_SemiBin_49|k141_71890_18	nanM|nanM_3259_bv	42.4	89.0	98.6	2.6e-71	271.6	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507656|k141_43828_26	7.19558172055543	CDIpos_DASTool_bins_SemiBin_49|k141_29233_17	nanU|nanU_71571_bv	44.1	99.6	99.7	6.7e-157	556.6	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507660|k141_6769_31	7.20110601153051	CDIpos_DASTool_bins_SemiBin_49|k141_29233_17	nanU|nanU_71571_bv	44.1	99.6	99.7	6.7e-157	556.6	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507655|k141_5_27	7.09850207872504	CDIpos_DASTool_bins_SemiBin_49|k141_29233_17	nanU|nanU_71571_bv	44.1	99.6	99.7	6.7e-157	556.6	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507659|k141_42601_146	7.10374463375547	CDIpos_DASTool_bins_SemiBin_49|k141_29233_17	nanU|nanU_71571_bv	44.1	99.6	99.7	6.7e-157	556.6	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507665|k141_27370_139	6.46651711408541	CDIpos_DASTool_bins_SemiBin_49|k141_34795_2	nanU|nanU_497957_bv	75.9	97.8	99.8	1.1e-220	768.1	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507658|k141_23688_19	7.05374630971924	CDIpos_DASTool_bins_SemiBin_49|k141_29233_17	nanU|nanU_71571_bv	44.1	99.6	99.7	6.7e-157	556.6	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507660|k141_22822_139	6.37618217257823	CDIpos_DASTool_bins_SemiBin_49|k141_34795_2	nanU|nanU_497957_bv	75.9	97.8	99.8	1.1e-220	768.1	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507654|k141_20732_25	7.11658353169792	CDIpos_DASTool_bins_SemiBin_49|k141_29233_17	nanU|nanU_71571_bv	44.1	99.6	99.7	6.7e-157	556.6	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507654|k141_7681_77	6.49634388294019	CDIpos_DASTool_bins_SemiBin_49|k141_91101_10	nanU|nanU_317574_bv	100.0	99.8	99.0	1.1e-308	1060.4	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507660|k141_9918_80	6.90602789553445	CDIpos_DASTool_bins_SemiBin_49|k141_50207_18	nanU|nanU_69728_bv	99.2	99.8	100.0	5.1e-306	1051.6	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507655|k141_31969_64	6.01497020961337	CDIpos_DASTool_bins_SemiBin_49|k141_34795_2	nanU|nanU_497957_bv	75.9	97.8	99.8	1.1e-220	768.1	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507659|k141_54308_13	6.07943468141569	CDIpos_DASTool_bins_SemiBin_49|k141_9822_5	nagA|nagA_2756_bv	100.0	99.7	100.0	9.6e-225	781.2	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507665|k141_43666_44	6.94946697507347	CDIpos_DASTool_bins_SemiBin_49|k141_29233_17	nanU|nanU_71571_bv	44.1	99.6	99.7	6.7e-157	556.6	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507660|k141_31039_36	6.11740664015308	CDIpos_DASTool_bins_SemiBin_49|k141_9822_5	nagA|nagA_2756_bv	100.0	99.7	100.0	9.6e-225	781.2	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507655|k141_9478_85	6.24807111014491	CDIpos_DASTool_bins_SemiBin_49|k141_71890_11	nanU|nanU_574902_bv	99.8	99.8	99.8	5.8e-299	1028.1	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507653|k141_62621_35	6.11617048616381	CDIpos_DASTool_bins_SemiBin_49|k141_9822_5	nagA|nagA_2756_bv	100.0	99.7	100.0	9.6e-225	781.2	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507662|k141_2487_4	-9.854346828965	diarrheaCDIneg_DASTool_bins_SemiBin_70|k141_36368_4	siaP|siaP_225879_bv	47.2	97.3	99.4	4.6e-91	337.0	diarrheaCDIneg	SemiBin_70	Pyramidobacter piscolens
SRR10507666|k141_13492_2	6.65616831462958	CDIpos_DASTool_bins_SemiBin_49|k141_146602_5	nanU|nanU_318479_bv	71.4	88.9	98.8	2.6e-226	786.9	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507665|k141_33370_55	6.29231314672528	CDIpos_DASTool_bins_SemiBin_49|k141_71890_11	nanU|nanU_574902_bv	99.8	99.8	99.8	5.8e-299	1028.1	CDIpos	SemiBin_49	Phocaeicola vulgatus
