WP_266195560.1	D-alanyl-D-alanine carboxypeptidase family protein [Spartinivicinus marinus]
WP_367777541.1	D-alanyl-D-alanine carboxypeptidase family protein [Jeotgalibacillus marinus]
WP_423236795.1	D-alanyl-D-alanine carboxypeptidase family protein [Clostridium liquoris]
WP_415815869.1	D-alanyl-D-alanine carboxypeptidase family protein [Mesobacillus thioparans]
WP_415820585.1	D-alanyl-D-alanine carboxypeptidase family protein [Bordetella tumbae]
WP_404313762.1	D-alanyl-D-alanine carboxypeptidase family protein [Bacillus lumedeiriae]
WP_404817731.1	D-alanyl-D-alanine carboxypeptidase family protein [Ureibacillus galli]
WP_279249508.1	D-alanyl-D-alanine carboxypeptidase family protein [Candidatus Marimicrobium litorale]
WP_013787981.1	MULTISPECIES: D-alanyl-D-alanine carboxypeptidase family protein [Thermoanaerobacterium]
WP_013842480.1	D-alanyl-D-alanine carboxypeptidase family protein [Desulforamulus ruminis]
WP_023654572.1	serine hydrolase [Erwinia piriflorinigrans]
WP_038634797.1	MULTISPECIES: D-alanyl-D-alanine carboxypeptidase DacA [Yersinia]
WP_051113657.1	D-alanyl-D-alanine carboxypeptidase family protein [Streptomyces davaonensis]
WP_066951914.1	D-alanyl-D-alanine carboxypeptidase family protein [Microtetraspora fusca]
WP_067205494.1	D-alanyl-D-alanine carboxypeptidase family protein [Marinomonas aquimarina]
WP_094013357.1	D-alanyl-D-alanine carboxypeptidase family protein [Paenibacillus rigui]
WP_092869883.1	D-alanyl-D-alanine carboxypeptidase family protein [Acetitomaculum ruminis]
WP_099158408.1	D-alanyl-D-alanine carboxypeptidase family protein [Virgibacillus ndiopensis]
WP_099331269.1	MULTISPECIES: D-alanyl-D-alanine carboxypeptidase family protein [Priestia]
WP_120188331.1	D-alanyl-D-alanine carboxypeptidase family protein [Ammoniphilus oxalaticus]
WP_125148378.1	MULTISPECIES: D-alanyl-D-alanine carboxypeptidase family protein [Clostridium]
WP_125152287.1	D-alanyl-D-alanine carboxypeptidase family protein [Clostridium rectalis]
WP_154518680.1	D-alanyl-D-alanine carboxypeptidase family protein [Velocimicrobium porci]
WP_158662669.1	D-alanyl-D-alanine carboxypeptidase family protein [Massiliimalia timonensis]
WP_182199449.1	D-alanyl-D-alanine carboxypeptidase family protein [Paraliobacillus salinarum]
WP_128178860.1	serine-type D-Ala-D-Ala carboxypeptidase DacD [[Pantoea] beijingensis]
WP_128179412.1	D-alanyl-D-alanine carboxypeptidase DacA [[Pantoea] beijingensis]
WP_220129059.1	D-alanyl-D-alanine carboxypeptidase family protein [[Anoxybacillus] calidus]
WP_225311545.1	D-alanyl-D-alanine carboxypeptidase family protein [Microbispora cellulosiformans]
WP_232696275.1	D-alanyl-D-alanine carboxypeptidase family protein [Brevibacillus daliensis]
WP_235857898.1	D-alanyl-D-alanine carboxypeptidase family protein [Marimonas lutisalis]
WP_235895730.1	D-alanyl-D-alanine carboxypeptidase family protein [Enorma shizhengliae]
WP_251017947.1	MULTISPECIES: D-alanyl-D-alanine carboxypeptidase family protein [Streptomyces]
WP_251316959.1	D-alanyl-D-alanine carboxypeptidase family protein [Flintibacter muris]
WP_289776145.1	D-alanyl-D-alanine carboxypeptidase DacA [Mixta mediterraneensis]
WP_294516540.1	D-alanyl-D-alanine carboxypeptidase family protein [Pseudoflavonifractor intestinihominis]
WP_306898086.1	D-alanyl-D-alanine carboxypeptidase family protein [Salibacterium salarium]
WP_336481493.1	D-alanyl-D-alanine carboxypeptidase family protein [Bacillus yunxiaonensis]
WP_377140618.1	D-alanyl-D-alanine carboxypeptidase [Robinsoniella peoriensis]
WP_379597707.1	D-alanyl-D-alanine carboxypeptidase family protein [Oceanobacillus luteolus]
WP_373906713.1	D-alanyl-D-alanine carboxypeptidase family protein [Ureibacillus sinduriensis]
WP_447030774.1	D-alanyl-D-alanine carboxypeptidase family protein [Streptomyces hypolithicus]
WP_423751925.1	D-alanyl-D-alanine carboxypeptidase family protein [Heliobacterium chlorum]
WP_015392918.1	MULTISPECIES: D-alanyl-D-alanine carboxypeptidase family protein [Clostridium]
WP_047255772.1	D-alanyl-D-alanine carboxypeptidase DacA [Moellerella wisconsensis]
WP_035379686.1	D-alanyl-D-alanine carboxypeptidase family protein [Fervidicella metallireducens]
WP_052350443.1	D-alanyl-D-alanine carboxypeptidase family protein [Paenibacillus gorillae]
WP_093444191.1	MULTISPECIES: D-alanyl-D-alanine carboxypeptidase family protein [Streptomyces]
WP_089893657.1	D-alanyl-D-alanine carboxypeptidase family protein [Lentibacter algarum]
WP_096047176.1	D-alanyl-D-alanine carboxypeptidase family protein [Sulfurospirillum diekertiae]
WP_084558459.1	D-alanyl-D-alanine carboxypeptidase family protein [Anaerocolumna xylanovorans]
WP_125908360.1	D-alanyl-D-alanine carboxypeptidase family protein [Bacillus salinus]
WP_107935383.1	D-alanyl-D-alanine carboxypeptidase family protein [Ureibacillus chungkukjangi]
WP_084664923.1	D-alanyl-D-alanine carboxypeptidase family protein [Thermanaeromonas toyohensis]
WP_132013748.1	D-alanyl-D-alanine carboxypeptidase family protein [Hydrogenispora ethanolica]
WP_117170352.1	D-alanyl-D-alanine carboxypeptidase family protein [Paraliobacillus sediminis]
WP_149171462.1	D-alanyl-D-alanine carboxypeptidase family protein [Selenomonas ruminis]
WP_135659365.1	D-alanyl-D-alanine carboxypeptidase family protein [Caproiciproducens galactitolivorans]
WP_141312626.1	D-alanyl-D-alanine carboxypeptidase family protein [Streptomyces spinoverrucosus]
WP_186833497.1	D-alanyl-D-alanine carboxypeptidase family protein [Ruminococcus difficilis]
WP_209510723.1	D-alanyl-D-alanine carboxypeptidase family protein [Sedimentibacter acidaminivorans]
WP_223037478.1	D-alanyl-D-alanine carboxypeptidase family protein [Crassaminicella profunda]
WP_245770441.1	D-alanyl-D-alanine carboxypeptidase family protein [Marinospirillum alkaliphilum]
WP_261849159.1	serine hydrolase [Pectobacterium araliae]
WP_278307751.1	MULTISPECIES: D-alanyl-D-alanine carboxypeptidase family protein [Carboxydocella]
WP_284679149.1	D-alanyl-D-alanine carboxypeptidase family protein [Aceticella autotrophica]
WP_223039328.1	D-alanyl-D-alanine carboxypeptidase family protein [Crassaminicella profunda]
WP_284679529.1	D-alanyl-D-alanine carboxypeptidase family protein [Aceticella autotrophica]
WP_306206674.1	serine hydrolase [Erwinia pyri]
WP_331844632.1	D-alanyl-D-alanine carboxypeptidase family protein [Paenibacillus haidiansis]
WP_369894921.1	serine hydrolase [Erwinia aeris]
WP_435529739.1	serine-type D-Ala-D-Ala carboxypeptidase DacD [Paramixta manurensis]
WP_435532809.1	D-alanyl-D-alanine carboxypeptidase family protein [Vibrio hippocampi]
WP_409228242.1	D-alanyl-D-alanine carboxypeptidase family protein [Gudongella ferriphila]
WP_013430383.1	D-alanyl-D-alanine carboxypeptidase family protein [Caldicellulosiruptor kronotskyensis]
WP_025063576.1	D-alanyl-D-alanine carboxypeptidase family protein [Sulfitobacter guttiformis]
WP_031377010.1	MULTISPECIES: serine hydrolase [Pantoea]
WP_047980007.1	D-alanyl-D-alanine carboxypeptidase family protein [Ornithinibacillus contaminans]
WP_053532285.1	D-alanyl-D-alanine carboxypeptidase family protein [Geobacillus stearothermophilus]
WP_062408898.1	MULTISPECIES: D-alanyl-D-alanine carboxypeptidase family protein [Paenibacillus]
WP_044179187.1	serine-type D-Ala-D-Ala carboxypeptidase [Phytobacter massiliensis]
WP_081415933.1	serine hydrolase [Peribacillus kribbensis]
WP_092222231.1	D-alanyl-D-alanine carboxypeptidase family protein [Desulforhopalus singaporensis]
WP_119599053.1	D-alanyl-D-alanine carboxypeptidase family protein [Paenibacillus nanensis]
WP_131918546.1	D-alanyl-D-alanine carboxypeptidase family protein [Heliophilum fasciatum]
WP_128281655.1	D-alanyl-D-alanine carboxypeptidase family protein [Bacillus hominis]
WP_144451113.1	D-alanyl-D-alanine carboxypeptidase family protein [Halalkalibacter nanhaiisediminis]
WP_144460310.1	D-alanyl-D-alanine carboxypeptidase family protein [Siminovitchia fortis]
WP_150384567.1	serine hydrolase [Morganella psychrotolerans]
WP_174185786.1	D-alanyl-D-alanine carboxypeptidase family protein [Nocardia barduliensis]
WP_160799261.1	serine hydrolase [Shimazuella alba]
WP_193053178.1	MULTISPECIES: D-alanyl-D-alanine carboxypeptidase family protein [Halomonas]
WP_166485143.1	D-alanyl-D-alanine carboxypeptidase family protein [Candidatus Desulforudis audaxviator]
WP_197832835.1	MULTISPECIES: serine hydrolase [Serratia]
WP_207177975.1	D-alanyl-D-alanine carboxypeptidase family protein [Anaerocellum diazotrophicum]
WP_235699816.1	D-alanyl-D-alanine carboxypeptidase family protein [Clostridium hydrogenum]
WP_224037827.1	D-alanyl-D-alanine carboxypeptidase family protein [Clostridium gelidum]
WP_262583988.1	D-alanyl-D-alanine carboxypeptidase family protein [Brotomerdimonas butyrica]
WP_258177202.1	D-alanyl-D-alanine carboxypeptidase family protein [Streptomyces solincola]
WP_262686769.1	D-alanyl-D-alanine carboxypeptidase family protein [Paenibacillus baimaensis]
WP_274272715.1	MULTISPECIES: D-alanyl-D-alanine carboxypeptidase family protein [Shouchella]
WP_248483994.1	D-alanyl-D-alanine carboxypeptidase family protein [Tepidibacter aestuarii]
WP_248626504.1	D-alanyl-D-alanine carboxypeptidase family protein [Natroniella acetigena]
WP_281244693.1	D-alanyl-D-alanine carboxypeptidase family protein [Salibacterium qingdaonense]
WP_353869727.1	D-alanyl-D-alanine carboxypeptidase family protein [Sporolactobacillus caesalpiniae]
WP_353928818.1	D-alanyl-D-alanine carboxypeptidase family protein [Desulfofundulus kuznetsovii]
WP_371376090.1	D-alanyl-D-alanine carboxypeptidase family protein [Sporomusa aerivorans]
WP_384936004.1	MULTISPECIES: D-alanyl-D-alanine carboxypeptidase family protein [Streptomyces]
WP_420810362.1	D-alanyl-D-alanine carboxypeptidase family protein [Halobacillus ihumii]
WP_007935199.1	MULTISPECIES: D-alanyl-D-alanine carboxypeptidase family protein [Pelosinus]
WP_023548328.1	D-alanyl-D-alanine carboxypeptidase family protein [Streptomyces roseochromogenus]
WP_010273966.1	D-alanyl-D-alanine carboxypeptidase family protein [Paenibacillus senegalensis]
WP_010274755.1	D-alanyl-D-alanine carboxypeptidase family protein [Paenibacillus senegalensis]
WP_028694104.1	D-alanyl-D-alanine endopeptidase [Pseudomonas cremoricolorata]
WP_010292233.1	D-alanyl-D-alanine carboxypeptidase family protein [Clostridium senegalense]
WP_014286255.1	MULTISPECIES: serine hydrolase [Pseudovibrio]
WP_079061848.1	D-alanyl-D-alanine carboxypeptidase family protein [Streptomyces griseoruber]
WP_024911845.1	serine hydrolase [Chania multitudinisentens]
WP_052339632.1	D-alanyl-D-alanine carboxypeptidase family protein [Gorillibacterium massiliense]
WP_079530187.1	D-alanyl-D-alanine carboxypeptidase family protein [Halobacillus hunanensis]
WP_079536127.1	D-alanyl-D-alanine carboxypeptidase family protein [Phoenicibacter congonensis]
WP_073341456.1	D-alanyl-D-alanine carboxypeptidase family protein [Caldanaerobius fijiensis]
WP_091234968.1	D-alanyl-D-alanine carboxypeptidase family protein [Fontibacillus panacisegetis]
WP_042384113.1	D-alanyl-D-alanine carboxypeptidase family protein [Parageobacillus thermoglucosidasius]
WP_113983142.1	D-alanyl-D-alanine carboxypeptidase family protein [Spongiactinospora rosea]
WP_114013792.1	D-alanyl-D-alanine carboxypeptidase family protein [Streptomyces reniochalinae]
WP_114016442.1	D-alanyl-D-alanine carboxypeptidase family protein [Streptomyces reniochalinae]
WP_090286306.1	D-alanyl-D-alanine carboxypeptidase family protein [Nitrosomonas mobilis]
WP_137029395.1	D-alanyl-D-alanine carboxypeptidase family protein [Brevibacillus antibioticus]
WP_127460098.1	D-alanyl-D-alanine carboxypeptidase family protein [Paenibacillus elgii]
WP_144842796.1	D-alanyl-D-alanine carboxypeptidase family protein [Paenibacillus cremeus]
WP_165761066.1	D-alanyl-D-alanine carboxypeptidase family protein [Butyricicoccus porcorum]
WP_166511567.1	D-alanyl-D-alanine carboxypeptidase family protein [Desulfallas thermosapovorans]
WP_166512362.1	D-alanyl-D-alanine carboxypeptidase family protein [Desulfallas thermosapovorans]
WP_183183453.1	D-alanyl-D-alanine carboxypeptidase family protein [Anoxybacteroides voinovskiense]
WP_188646843.1	D-alanyl-D-alanine carboxypeptidase family protein [Marinithermofilum abyssi]
WP_209242777.1	D-alanyl-D-alanine carboxypeptidase family protein [Streptomyces oryzae]
WP_209453582.1	D-alanyl-D-alanine carboxypeptidase family protein [Thermoanaerobacterium butyriciformans]
WP_238907066.1	MULTISPECIES: D-alanyl-D-alanine carboxypeptidase family protein [Clostridium]
WP_242380873.1	D-alanyl-D-alanine carboxypeptidase family protein [Actinomadura luzonensis]
WP_272946653.1	D-alanyl-D-alanine carboxypeptidase family protein [Calderihabitans maritimus]
WP_285433983.1	D-alanyl-D-alanine carboxypeptidase family protein [Streptomyces fuscus]
WP_311726843.1	MULTISPECIES: D-alanyl-D-alanine carboxypeptidase family protein [Streptomyces]
WP_344206688.1	MULTISPECIES: D-alanyl-D-alanine carboxypeptidase family protein [Nonomuraea]
WP_386575613.1	D-alanyl-D-alanine carboxypeptidase family protein [Streptomyces phyllanthi]
WP_371930591.1	D-alanyl-D-alanine carboxypeptidase family protein [Streptomyces poriferorum]
WP_394631250.1	D-alanyl-D-alanine carboxypeptidase family protein [Streptomyces chitinivorans]
WP_372812969.1	MULTISPECIES: D-alanyl-D-alanine carboxypeptidase family protein [Paenibacillus]
WP_422641358.1	serine hydrolase [Xenorhabdus beddingii]
WP_459840610.1	D-alanyl-D-alanine carboxypeptidase family protein [Halanaerocella petrolearia]
WP_417921951.1	D-alanyl-D-alanine carboxypeptidase family protein [Streptomyces ehimensis]
WP_012870921.1	D-alanyl-D-alanine carboxypeptidase family protein [Sphaerobacter thermophilus]
WP_015671289.1	MULTISPECIES: D-alanyl-D-alanine carboxypeptidase DacA [Serratia]
WP_027638061.1	MULTISPECIES: D-alanyl-D-alanine carboxypeptidase family protein [Clostridium]
WP_052812174.1	D-alanyl-D-alanine carboxypeptidase family protein [Aneurinibacillus migulanus]
WP_055440696.1	D-alanyl-D-alanine carboxypeptidase family protein [Anoxybacillus suryakundensis]
WP_046851728.1	MULTISPECIES: D-alanyl-D-alanine carboxypeptidase family protein [Nitrosomonas]
WP_073127563.1	D-alanyl-D-alanine carboxypeptidase family protein [Asaccharospora irregularis]
WP_090932804.1	D-alanyl-D-alanine carboxypeptidase family protein [Pelosinus propionicus]
WP_126625892.1	D-alanyl-D-alanine carboxypeptidase family protein [Dictyobacter alpinus]
WP_159883300.1	D-alanyl-D-alanine carboxypeptidase family protein [Paenibacillus puerhi]
WP_169719297.1	D-alanyl-D-alanine carboxypeptidase family protein [Desulfovirgula thermocuniculi]
WP_152084000.1	MULTISPECIES: serine-type D-Ala-D-Ala carboxypeptidase [Enterobacter]
WP_206707419.1	D-alanyl-D-alanine carboxypeptidase family protein [Koleobacter methoxysyntrophicus]
WP_212978453.1	D-alanyl-D-alanine carboxypeptidase family protein [Paenibacillus azoreducens]
WP_244263949.1	D-alanyl-D-alanine carboxypeptidase family protein [Megamonas rupellensis]
WP_246950428.1	D-alanyl-D-alanine carboxypeptidase family protein [Alcanivorax quisquiliarum]
WP_257347784.1	D-alanyl-D-alanine carboxypeptidase family protein [Pseudalkalibacillus decolorationis]
WP_461029993.1	D-alanyl-D-alanine carboxypeptidase family protein [Streptomyces sparsus]
WP_016191901.1	D-alanyl-D-alanine carboxypeptidase DacA [Erwinia tracheiphila]
WP_036572734.1	D-alanyl-D-alanine carboxypeptidase family protein [Oceanobacillus picturae]
WP_036572755.1	D-alanyl-D-alanine carboxypeptidase family protein [Oceanobacillus picturae]
WP_057771405.1	D-alanyl-D-alanine carboxypeptidase family protein [Cytobacillus dafuensis]
WP_075365214.1	D-alanyl-D-alanine carboxypeptidase family protein [Desulfosporosinus metallidurans]
WP_078320349.1	D-alanyl-D-alanine carboxypeptidase family protein [Oceanospirillum linum]
WP_090087156.1	serine-type D-Ala-D-Ala carboxypeptidase [Phytobacter palmae]
WP_090088112.1	D-alanyl-D-alanine carboxypeptidase family protein [Clostridium uliginosum]
WP_106342475.1	D-alanyl-D-alanine carboxypeptidase family protein [Laceyella sediminis]
WP_106420349.1	D-alanyl-D-alanine carboxypeptidase family protein [Salinicola tamaricis]
WP_113864680.1	D-alanyl-D-alanine carboxypeptidase DacA [Brenneria salicis]
WP_096550774.1	D-alanyl-D-alanine carboxypeptidase family protein [Ureibacillus thermosphaericus]
WP_134757205.1	D-alanyl-D-alanine carboxypeptidase family protein [Paenibacillus athensensis]
WP_133627543.1	D-alanyl-D-alanine carboxypeptidase family protein [Fonticella tunisiensis]
WP_172235405.1	MULTISPECIES: D-alanyl-D-alanine carboxypeptidase family protein [Bradyrhizobium]
WP_173314004.1	D-alanyl-D-alanine carboxypeptidase family protein [Streptomyces fulvorobeus]
WP_183860942.1	D-alanyl-D-alanine carboxypeptidase family protein [Pectinatus brassicae]
WP_185134156.1	D-alanyl-D-alanine carboxypeptidase family protein [Cohnella xylanilytica]
WP_191809224.1	D-alanyl-D-alanine carboxypeptidase family protein [Bacillus norwichensis]
WP_227619829.1	D-alanyl-D-alanine carboxypeptidase family protein [Faecalibacterium butyricigenerans]
WP_209659547.1	D-alanyl-D-alanine carboxypeptidase family protein [Acetoanaerobium pronyense]
WP_235864543.1	D-alanyl-D-alanine carboxypeptidase family protein [Ureibacillus acetophenoni]
WP_244198529.1	D-alanyl-D-alanine carboxypeptidase family protein [Nocardia neocaledoniensis]
WP_283280275.1	serine-type D-Ala-D-Ala carboxypeptidase [Trabulsiella odontotermitis]
WP_329077394.1	D-alanyl-D-alanine carboxypeptidase family protein [Streptomyces niveus]
WP_343948440.1	D-alanyl-D-alanine carboxypeptidase family protein [Nonomuraea longicatena]
WP_329384859.1	D-alanyl-D-alanine carboxypeptidase family protein [Anaerofustis butyriciformans]
WP_339395578.1	D-alanyl-D-alanine carboxypeptidase family protein [Faecalibacterium wellingii]
WP_369454536.1	D-alanyl-D-alanine carboxypeptidase family protein [Isoalcanivorax beigongshangi]
WP_369601393.1	D-alanyl-D-alanine carboxypeptidase family protein [Thermohahella caldifontis]
WP_423222650.1	D-alanyl-D-alanine carboxypeptidase family protein [Candidatus Amarolinea aalborgensis]
WP_425059554.1	D-alanyl-D-alanine carboxypeptidase family protein [Sporomusa carbonis]
WP_425264181.1	D-alanyl-D-alanine carboxypeptidase family protein [Streptomyces caeruleatus]
WP_018699118.1	D-alanyl-D-alanine carboxypeptidase [Amorphus coralli]
WP_039820280.1	D-alanyl-D-alanine carboxypeptidase family protein [Streptomyces xinghaiensis]
WP_092035907.1	D-alanyl-D-alanine carboxypeptidase family protein [Planifilum fulgidum]
WP_099838169.1	D-alanyl-D-alanine carboxypeptidase family protein [Clostridium combesii]
WP_081478088.1	D-alanyl-D-alanine carboxypeptidase family protein [Achromobacter arsenitoxydans]
WP_110839978.1	D-alanyl-D-alanine carboxypeptidase family protein [Paenibacillus flagellatus]
WP_110927561.1	D-alanyl-D-alanine carboxypeptidase family protein [Bacillus massiliglaciei]
WP_147669648.1	D-alanyl-D-alanine carboxypeptidase family protein [Anaerosinus gibii]
