CDS	condition	species	bin	log2FoldChange	Sialic_protein	Identity	Query_coverage	Subject_coverage	Bitscore	Evalue
SRR10507660|k141_48859_76	diarrheacdineg	Parabacteroides distasonis	bin.5	23.7244245391581	nanU|nanU_44722_bv	99.4	97.2	100.0	1035.4	3.9e-301
SRR10507665|k141_51557_76	diarrheacdineg	Parabacteroides distasonis	bin.5	9.96279678405559	nanU|nanU_44722_bv	99.4	97.2	100.0	1035.4	3.9e-301
SRR10507662|k141_13867_69	diarrheacdineg	Parabacteroides distasonis	bin.5	23.7700732956704	nanU|nanU_45837_bv	73.6	99.8	100.0	851.7	8.200000000000001e-246
SRR10507660|k141_52838_87	diarrheacdineg	Parabacteroides distasonis	bin.5	23.6547427380215	nanU|nanU_45837_bv	73.6	99.8	100.0	851.7	8.200000000000001e-246
SRR10507665|k141_98_57	cdipos	Alistipes onderdonkii	SemiBin_130_sub	9.3286084891598	nanU|nanU_459495_bv	45.4	99.8	100.0	453.4	6.4e-126
SRR10507660|k141_5820_67	cdipos	Parabacteroides distasonis	bin.71	9.72723226241866	nanU|nanU_563729_bv	97.8	99.6	100.0	1024.6	6.499999999999999e-298
SRR10507665|k141_51859_99	cdipos	Parabacteroides distasonis	bin.71	9.6968443499409	nanU|nanU_563729_bv	97.8	99.6	100.0	1024.6	6.499999999999999e-298
SRR10507657|k141_22784_96	control	Bacteroides fragilis	SemiBin_137_sub	-9.57665176466997	nanU|nanU_574553_bv	51.1	99.3	99.4	545.4	1.1999999999999998e-153
SRR10507660|k141_19163_36	cdipos	Parabacteroides distasonis	bin.71	8.5207062529612	nanU|nanU_79795_bv	60.7	99.6	99.4	637.9	1.8e-181
SRR10507665|k141_9642_16	cdipos	Parabacteroides distasonis	bin.71	7.79810900429339	nanU|nanU_79795_bv	60.7	99.6	99.4	637.9	1.8e-181
SRR10507662|k141_45655_27	diarrheacdineg	Phocaeicola dorei	bin.6	7.84444394656617	nanU|nanU_93146_bv	98.9	96.1	100.0	1191.0	0.0
SRR10507658|k141_12980_60	cdipos	Escherichia coli	bin.2	9.06148741695775	ompF|ompF_307_bv	68.1	99.7	100.0	517.7	1.9e-145
SRR10507666|k141_18311_13	cdipos	Escherichia coli	bin.2	8.61898648445959	ompF|ompF_42_uniprot	98.4	99.7	100.0	733.0	2.8e-210
SRR10507658|k141_14628_23	cdipos	Escherichia coli	bin.2	8.38381893401927	ompF|ompF_42_uniprot	98.4	99.7	100.0	733.0	2.8e-210
SRR10507658|k141_34245_207	cdipos	Escherichia coli	bin.2	9.29721624431567	ompF|ompF_60602_refseq	97.8	99.7	100.0	731.5	8.2e-210
SRR10507666|k141_51130_39	cdipos	Escherichia coli	bin.2	23.8606402316686	ompF|ompF_6268_bv	65.9	99.7	100.0	483.4	3.7999999999999997e-135
SRR10507658|k141_29756_281	cdipos	Escherichia coli	bin.2	10.6173008722268	ompF|ompF_6268_bv	65.9	99.7	100.0	483.4	3.7999999999999997e-135
SRR10507666|k141_18488_53	cdipos	Escherichia coli	bin.2	23.4992695997608	ompF|ompF_6607_bv	100.0	99.7	97.4	756.1	3.1999999999999997e-217
SRR10507658|k141_16781_7	cdipos	Enterocloster bolteae	SemiBin_48_sub	6.90127377333107	satB|HUX88249.1	42.1	98.8	99.7	241.1	2.9999999999999997e-62
SRR10507666|k141_31756_50	cdipos	Escherichia coli	bin.2	24.1010338674683	satB|MBM3693078.1	40.0	97.5	99.4	219.2	1.2e-55
SRR10507658|k141_2827_50	cdipos	Escherichia coli	bin.2	23.6807660553085	satB|MBM3693078.1	40.0	97.5	99.4	219.2	1.2e-55
SRR10507658|k141_14628_8	cdipos	Escherichia coli	bin.2	24.2105699723253	satB|MFN4189717.1	43.8	95.0	96.4	251.9	1.8000000000000001e-65
SRR10507658|k141_31640_3	cdipos	Escherichia coli	bin.2	9.7724883581318	satB|MFN4189717.1	40.8	98.8	99.3	260.4	5e-68
SRR10507666|k141_27510_3	cdipos	Escherichia coli	bin.2	9.24789432041988	satB|MFN4189717.1	40.8	98.8	99.3	260.4	5e-68
SRR10507666|k141_64_87	cdipos	Escherichia coli	bin.2	23.1565709782081	satD|HJG53471.1	40.5	79.5	71.2	119.8	7.3e-26
SRR10507658|k141_15094_586	cdipos	Escherichia coli	bin.2	8.06336233915252	satD|HJG53471.1	40.5	79.5	71.2	119.8	7.3e-26
SRR10507658|k141_14628_11	cdipos	Escherichia coli	bin.2	24.2506254012928	satD|WP_022922052.1	47.9	79.3	92.8	228.0	2.5000000000000002e-58
SRR10507666|k141_18311_25	cdipos	Escherichia coli	bin.2	23.7966928352075	satD|WP_022922052.1	47.9	79.3	92.8	228.0	2.5000000000000002e-58
SRR10507666|k141_31756_47	cdipos	Escherichia coli	bin.2	23.9964921387974	satD|WP_062009075.1	41.1	85.5	84.6	178.7	1.4999999999999998e-43
SRR10507658|k141_2827_47	cdipos	Escherichia coli	bin.2	10.5585717404946	satD|WP_062009075.1	41.1	85.5	84.6	178.7	1.4999999999999998e-43
SRR10507662|k141_48623_95	cdipos	Escherichia coli	bin.2	20.7584071276816	satD|WP_115412169.1	40.0	84.6	75.4	140.6	4.1000000000000003e-32
SRR10507666|k141_64_441	cdipos	Escherichia coli	bin.2	9.74423232970711	satD|WP_115412169.1	40.0	84.6	75.4	140.6	4.1000000000000003e-32
SRR10507666|k141_3278_49	cdipos	Escherichia coli	bin.2	8.07859344299532	satD|WP_129315695.1	41.3	92.6	92.3	189.9	6.6e-47
SRR10507658|k141_31640_6	cdipos	Escherichia coli	bin.2	24.3718825317646	satD|WP_207616619.1	45.1	80.0	98.9	244.2	3.7e-63
SRR10507666|k141_27510_6	cdipos	Escherichia coli	bin.2	24.2142221828802	satD|WP_207616619.1	45.1	80.0	98.9	244.2	3.7e-63
SRR10507658|k141_15461_8	cdipos	Escherichia coli	bin.2	24.1889272383279	satD|WP_249736668.1	40.2	89.2	82.5	141.4	2.5e-32
SRR10507666|k141_18488_8	cdipos	Escherichia coli	bin.2	9.82423772574056	satD|WP_249736668.1	40.2	89.2	82.5	141.4	2.5e-32
SRR10507658|k141_41582_2	cdipos	Ruthenibacterium lactatiformans	bin.3	6.85477489248665	satD|WP_271417843.1	43.4	75.9	87.6	222.6	1.2e-56
SRR10507658|k141_5080_15	cdipos	Enterocloster bolteae	SemiBin_48_sub	8.93422454533825	satD|WP_311358684.1	48.7	73.7	85.5	225.7	1.3000000000000002e-57
SRR10507666|k141_23232_9	cdipos	Escherichia coli	bin.2	9.98884692307822	satD|WP_419102340.1	46.1	79.7	90.7	232.3	1.4000000000000001e-59
SRR10507658|k141_12980_165	cdipos	Escherichia coli	bin.2	9.11129722054561	satD|WP_419102340.1	46.1	79.7	90.7	232.3	1.4000000000000001e-59
SRR10507665|k141_19596_163	cdipos	Parabacteroides distasonis	bin.71	8.83009056767276	siaM|siaM_130527_bv	100.0	99.8	99.8	760.8	1.5000000000000002e-218
SRR10507660|k141_11875_163	cdipos	Parabacteroides distasonis	bin.71	8.71846007441562	siaM|siaM_130527_bv	100.0	99.8	99.8	760.8	1.5000000000000002e-218
SRR10507656|k141_8935_23	control	Otoolea fessa	SemiBin_22	-7.46445750074859	siaM|siaM_19737_bv	100.0	99.8	100.0	783.9	1.6000000000000002e-225
SRR10507666|k141_40091_33	cdipos	Escherichia coli	bin.2	24.93179689323	siaM|siaM_2231_bv	100.0	99.8	100.0	789.3	4.0000000000000002e-227
SRR10507658|k141_11379_33	cdipos	Escherichia coli	bin.2	11.06920177673	siaM|siaM_2231_bv	100.0	99.8	100.0	789.3	4.0000000000000002e-227
SRR10507666|k141_12523_43	cdipos	Escherichia coli	bin.2	24.2117511264182	siaM|siaM_3328_bv	100.0	99.8	100.0	790.4	1.8000000000000002e-227
SRR10507658|k141_3147_42	cdipos	Escherichia coli	bin.2	10.0457431239024	siaM|siaM_3328_bv	100.0	99.8	100.0	790.4	1.8000000000000002e-227
SRR10507666|k141_15135_20	cdipos	Enterocloster aldenensis	SemiBin_10	7.02718869584991	siaM|siaM_6793_bv	100.0	99.8	100.0	737.3	1.8000000000000002e-211
SRR10507666|k141_37925_8	cdipos	Enterocloster aldenensis	SemiBin_10	7.15528035349743	siaM|siaM_8195_bv	100.0	99.8	100.0	780.8	1.4000000000000001e-224
SRR10507658|k141_31782_22	cdipos	Escherichia coli	bin.2	8.81929105483432	siaP|siaP_523080_bv	53.2	95.7	94.3	334.3	2.5999999999999996e-90
SRR10507666|k141_12523_41	cdipos	Escherichia coli	bin.2	23.8740811437028	siaP|siaP_733330_bv	100.0	72.6	96.4	468.0	1.5000000000000001e-130
SRR10507658|k141_3147_40	cdipos	Escherichia coli	bin.2	23.8150434112921	siaP|siaP_733330_bv	100.0	72.6	96.4	468.0	1.5000000000000001e-130
SRR10507658|k141_1282_41	cdipos	Enterocloster bolteae	SemiBin_48_sub	7.38075871579799	siaQ|siaQ_11754_bv	100.0	99.4	100.0	318.5	7.6e-86
SRR10507658|k141_11379_32	cdipos	Escherichia coli	bin.2	23.5427281011072	siaQ|siaQ_3733_bv	100.0	99.4	100.0	318.2	9.6e-86
SRR10507658|k141_3147_41	cdipos	Escherichia coli	bin.2	22.7465066799261	siaQ|siaQ_388033_bv	100.0	99.4	97.7	304.7	1.1e-81
SRR10507666|k141_12523_42	cdipos	Escherichia coli	bin.2	22.5724093318303	siaQ|siaQ_388033_bv	100.0	99.4	97.7	304.7	1.1e-81
SRR10507666|k141_64_543	cdipos	Escherichia coli	bin.2	23.1377714139708	siaQ|siaQ_46_uniprot	46.3	96.8	91.2	132.9	5.5000000000000005e-30
SRR10507658|k141_15094_142	cdipos	Escherichia coli	bin.2	23.0039355804408	siaQ|siaQ_46_uniprot	46.3	96.8	91.2	132.9	5.5000000000000005e-30
SRR10507658|k141_31782_21	cdipos	Escherichia coli	bin.2	24.5778350851026	siaT|siaT_19174_uniprot	90.6	99.8	100.0	716.5	3.2e-205
SRR10507666|k141_38918_21	cdipos	Escherichia coli	bin.2	10.1953231365197	siaT|siaT_19174_uniprot	90.6	99.8	100.0	716.5	3.2e-205
SRR10507666|k141_64_542	cdipos	Escherichia coli	bin.2	23.9198733285706	siaT|siaT_3434_uniprot	100.0	99.8	100.0	729.6	3.7000000000000003e-209
SRR10507658|k141_15094_143	cdipos	Escherichia coli	bin.2	9.96935207806765	siaT|siaT_3434_uniprot	100.0	99.8	100.0	729.6	3.7000000000000003e-209
