CDS	condition	species	bin	log2FoldChange	Sialic_protein	Identity	Query_coverage	Subject_coverage	Bitscore	Evalue
SRR10507663|k141_7482_2	diarrheacdineg	Enterococcus_B faecium	SemiBin_28	-14.7891178577462	nanK|nanK_30939_bv	98.3	79.3	100.0	471.9	9.5e-132
SRR10507658|k141_28685_39	diarrheacdineg	Phocaeicola dorei	bin.6	7.02066570706117	nanK|nanK_7216_bv	41.7	94.4	96.5	230.3	5.3e-59
SRR10507666|k141_33141_32	cdipos	Phocaeicola vulgatus	SemiBin_49	5.74749524556673	nanK|nanK_7216_bv	41.7	94.4	96.5	230.7	4e-59
SRR10507657|k141_28833_31	cdipos	Phocaeicola vulgatus	SemiBin_49	5.71801369209258	nanK|nanK_7216_bv	41.7	94.4	96.5	230.7	4e-59
SRR10507656|k141_20405_31	cdipos	Phocaeicola vulgatus	SemiBin_49	5.69636151112731	nanK|nanK_7216_bv	41.7	94.4	96.5	230.7	4e-59
SRR10507659|k141_43925_22	cdipos	Phocaeicola vulgatus	SemiBin_49	5.68126309400264	nanK|nanK_7216_bv	41.7	94.4	96.5	230.7	4e-59
SRR10507653|k141_141271_19	cdipos	Phocaeicola vulgatus	SemiBin_49	5.67981779348076	nanK|nanK_7216_bv	41.7	94.4	96.5	230.7	4e-59
SRR10507655|k141_27795_19	cdipos	Phocaeicola vulgatus	SemiBin_49	5.60321207920245	nanK|nanK_7216_bv	41.7	94.4	96.5	230.7	4e-59
SRR10507659|k141_97205_5	cdipos	Phocaeicola massiliensis	bin.100	22.1612880593171	nanM|nanM_3259_bv	44.9	90.8	93.8	272.7	1.1e-71
SRR10507658|k141_34639_37	cdipos	Phocaeicola vulgatus	SemiBin_49	6.63533405368784	nanM|nanM_3259_bv	42.4	89.0	98.6	271.6	2.6000000000000003e-71
SRR10507659|k141_123017_5	cdipos	Phocaeicola vulgatus	SemiBin_49	6.58634691706606	nanM|nanM_3259_bv	42.4	89.0	98.6	271.6	2.6000000000000003e-71
SRR10507656|k141_110671_94	cdipos	Phocaeicola vulgatus	SemiBin_49	6.58534641834943	nanM|nanM_3259_bv	42.4	89.0	98.6	271.6	2.6000000000000003e-71
SRR10507666|k141_45943_10	cdipos	Phocaeicola vulgatus	SemiBin_49	6.49942374243876	nanM|nanM_3259_bv	42.4	89.0	98.6	271.6	2.6000000000000003e-71
SRR10507658|k141_11379_230	cdipos	Escherichia coli	bin.2	23.4196912022112	nanQ|nanQ_4_bv	100.0	99.4	100.0	315.5	6e-85
SRR10507666|k141_12471_61	cdipos	Escherichia coli	bin.2	22.0058219393889	nanQ|nanQ_4_bv	100.0	99.4	100.0	315.5	6e-85
SRR10507660|k141_53655_10	cdipos	Bacteroides salyersiae	SemiBin_9_sub	19.7694430800013	nanU|nanU_140524_bv	49.4	97.5	99.0	457.6	3.1999999999999998e-127
SRR10507665|k141_57414_10	cdipos	Bacteroides salyersiae	SemiBin_9_sub	19.7320164021432	nanU|nanU_140524_bv	49.4	97.5	99.0	457.6	3.1999999999999998e-127
SRR10507656|k141_106844_92	control	Bacteroides uniformis	bin.115	15.4564967831457	nanU|nanU_142022_bv	42.8	97.8	98.6	371.7	2.3e-101
SRR10507655|k141_3778_3	cdipos	Phocaeicola vulgatus	SemiBin_49	6.41590370540581	nanU|nanU_194521_bv	99.8	99.8	100.0	1072.0	3.6e-312
SRR10507660|k141_5855_34	cdipos	Phocaeicola vulgatus	SemiBin_49	6.34264736152071	nanU|nanU_194521_bv	99.8	99.8	100.0	1072.0	3.6e-312
SRR10507656|k141_106561_48	cdipos	Phocaeicola vulgatus	SemiBin_49	5.77833932812769	nanU|nanU_194521_bv	99.8	99.8	100.0	1072.0	3.6e-312
SRR10507659|k141_10529_28	cdipos	Phocaeicola vulgatus	SemiBin_49	5.68300466839854	nanU|nanU_194521_bv	99.8	99.8	100.0	1072.0	3.6e-312
SRR10507658|k141_24740_13	cdipos	Phocaeicola vulgatus	SemiBin_49	7.35250214679139	nanU|nanU_230315_bv	100.0	99.2	96.8	1060.8	8.3e-309
SRR10507656|k141_32052_42	cdipos	Phocaeicola vulgatus	SemiBin_49	6.75760832636519	nanU|nanU_230315_bv	100.0	99.2	96.8	1060.8	8.3e-309
SRR10507665|k141_27370_65	cdipos	Phocaeicola vulgatus	SemiBin_49	6.72279364906592	nanU|nanU_230315_bv	100.0	99.2	96.8	1060.8	8.3e-309
SRR10507655|k141_33561_30	cdipos	Phocaeicola vulgatus	SemiBin_49	6.71778647344641	nanU|nanU_230315_bv	100.0	99.2	96.8	1060.8	8.3e-309
SRR10507654|k141_49817_24	cdipos	Phocaeicola vulgatus	SemiBin_49	6.65727019337554	nanU|nanU_230315_bv	100.0	99.2	96.8	1060.8	8.3e-309
SRR10507660|k141_22822_65	cdipos	Phocaeicola vulgatus	SemiBin_49	6.6013912106729	nanU|nanU_230315_bv	100.0	99.2	96.8	1060.8	8.3e-309
SRR10507656|k141_32052_20	cdipos	Phocaeicola vulgatus	SemiBin_49	21.4746424167059	nanU|nanU_256107_bv	40.8	98.8	99.8	374.0	5.2e-102
SRR10507659|k141_97205_88	cdipos	Phocaeicola massiliensis	bin.100	22.6721407150968	nanU|nanU_256145_bv	98.9	99.8	99.4	1130.2	0.0
SRR10507659|k141_10529_42	cdipos	Phocaeicola vulgatus	SemiBin_49	21.4739711291043	nanU|nanU_298447_bv	98.2	99.8	100.0	1124.4	0.0
SRR10507666|k141_612_42	cdipos	Phocaeicola vulgatus	SemiBin_49	21.4276712205691	nanU|nanU_298447_bv	98.2	99.8	100.0	1124.4	0.0
SRR10507657|k141_23247_62	cdipos	Phocaeicola vulgatus	SemiBin_49	21.2449884796015	nanU|nanU_298447_bv	98.2	99.8	100.0	1124.4	0.0
SRR10507654|k141_90546_3	cdipos	Phocaeicola vulgatus	SemiBin_49	6.58585541281781	nanU|nanU_311719_bv	55.9	99.8	99.6	554.3	2.4e-156
SRR10507655|k141_87380_3	cdipos	Phocaeicola vulgatus	SemiBin_49	6.55431270558937	nanU|nanU_311719_bv	55.9	99.8	99.6	554.3	2.4e-156
SRR10507665|k141_35839_29	cdipos	Phocaeicola vulgatus	SemiBin_49	6.51595797887293	nanU|nanU_311719_bv	55.9	99.8	99.6	554.3	2.4e-156
SRR10507657|k141_27357_7	cdipos	Phocaeicola vulgatus	SemiBin_49	6.49878496528758	nanU|nanU_311719_bv	55.9	99.8	99.6	554.3	2.4e-156
SRR10507653|k141_118191_106	cdipos	Phocaeicola vulgatus	SemiBin_49	6.48942033297607	nanU|nanU_311719_bv	55.9	99.8	99.6	554.3	2.4e-156
SRR10507666|k141_9356_7	cdipos	Phocaeicola vulgatus	SemiBin_49	6.4542902799149	nanU|nanU_311719_bv	55.9	99.8	99.6	554.3	2.4e-156
SRR10507659|k141_17485_7	cdipos	Phocaeicola vulgatus	SemiBin_49	6.41012383751893	nanU|nanU_311719_bv	55.9	99.8	99.6	554.3	2.4e-156
SRR10507658|k141_19626_51	cdipos	Phocaeicola vulgatus	SemiBin_49	6.37852560734778	nanU|nanU_311719_bv	55.9	99.8	99.6	554.3	2.4e-156
SRR10507660|k141_6661_59	cdipos	Phocaeicola vulgatus	SemiBin_49	6.37034682095972	nanU|nanU_311719_bv	55.9	99.8	99.6	554.3	2.4e-156
SRR10507656|k141_106292_74	cdipos	Phocaeicola vulgatus	SemiBin_49	6.8806458210994	nanU|nanU_317574_bv	100.0	99.8	99.0	1060.4	1.1e-308
SRR10507665|k141_27370_147	cdipos	Phocaeicola vulgatus	SemiBin_49	6.85212083149098	nanU|nanU_317574_bv	100.0	99.8	99.0	1060.4	1.1e-308
SRR10507666|k141_475_85	cdipos	Phocaeicola vulgatus	SemiBin_49	6.78838967550458	nanU|nanU_317574_bv	100.0	99.8	99.0	1060.4	1.1e-308
SRR10507660|k141_22822_147	cdipos	Phocaeicola vulgatus	SemiBin_49	6.73979641740119	nanU|nanU_317574_bv	100.0	99.8	99.0	1060.4	1.1e-308
SRR10507658|k141_33230_22	cdipos	Phocaeicola vulgatus	SemiBin_49	6.7321739863992	nanU|nanU_317574_bv	100.0	99.8	99.0	1060.4	1.1e-308
SRR10507659|k141_1503_85	cdipos	Phocaeicola vulgatus	SemiBin_49	6.66520523244548	nanU|nanU_317574_bv	100.0	99.8	99.0	1060.4	1.1e-308
SRR10507654|k141_7681_77	cdipos	Phocaeicola vulgatus	SemiBin_49	6.49634388294019	nanU|nanU_317574_bv	100.0	99.8	99.0	1060.4	1.1e-308
SRR10507653|k141_113627_5	cdipos	Phocaeicola vulgatus	SemiBin_49	5.48434602626781	nanU|nanU_317574_bv	100.0	99.8	99.0	1060.4	1.1e-308
SRR10507666|k141_13492_2	cdipos	Phocaeicola vulgatus	SemiBin_49	6.65616831462958	nanU|nanU_318479_bv	71.4	88.9	98.8	786.9	2.6e-226
SRR10507660|k141_7501_5	cdipos	Phocaeicola vulgatus	SemiBin_49	6.07971406595048	nanU|nanU_318479_bv	71.4	88.9	98.8	786.9	2.6e-226
SRR10507665|k141_7194_5	cdipos	Phocaeicola vulgatus	SemiBin_49	5.98350108142418	nanU|nanU_318479_bv	71.4	88.9	98.8	786.9	2.6e-226
SRR10507666|k141_3934_23	cdipos	Phocaeicola massiliensis	bin.100	36.7326455370258	nanU|nanU_38453_bv	54.6	96.7	95.6	614.4	2.3000000000000003e-174
SRR10507659|k141_35572_2	cdipos	Phocaeicola massiliensis	bin.100	29.4418908681729	nanU|nanU_38453_bv	54.6	96.7	95.6	614.4	2.3000000000000003e-174
SRR10507660|k141_55964_6	cdipos	Phocaeicola vulgatus	SemiBin_49	6.92261774170452	nanU|nanU_412311_bv	99.6	99.3	99.6	1125.5	0.0
SRR10507654|k141_17993_91	cdipos	Phocaeicola massiliensis	bin.100	22.6060578687887	nanU|nanU_42577_bv	77.3	99.8	99.8	862.4	4.600000000000001e-249
SRR10507666|k141_13138_3	cdipos	Phocaeicola massiliensis	bin.100	22.5656851478994	nanU|nanU_428403_bv	69.7	98.8	99.4	725.7	6.2e-208
SRR10507654|k141_27316_3	cdipos	Phocaeicola massiliensis	bin.100	22.2409079834823	nanU|nanU_428403_bv	69.7	98.8	99.4	725.7	6.2e-208
SRR10507659|k141_49275_2	cdipos	Phocaeicola massiliensis	bin.100	22.9738542441867	nanU|nanU_430414_bv	46.8	99.8	99.0	559.3	9.4e-158
SRR10507654|k141_23981_5	cdipos	Phocaeicola massiliensis	bin.100	22.8199523860512	nanU|nanU_430414_bv	46.8	99.8	99.0	559.3	9.4e-158
SRR10507666|k141_3934_27	cdipos	Phocaeicola massiliensis	bin.100	22.4558787118298	nanU|nanU_430414_bv	46.8	99.8	99.0	559.3	9.4e-158
SRR10507666|k141_870_12	cdipos	Phocaeicola massiliensis	bin.100	20.397606816403	nanU|nanU_444739_bv	99.8	93.9	100.0	980.3	1.4e-284
SRR10507654|k141_69886_27	cdipos	Phocaeicola massiliensis	bin.100	21.9461681098052	nanU|nanU_460596_bv	43.8	99.2	98.4	394.4	3.2e-108
SRR10507658|k141_13788_82	control	Parabacteroides distasonis	SemiBin_185	21.8274849180326	nanU|nanU_481889_bv	100.0	99.8	99.8	1110.1	0.0
SRR10507665|k141_27370_139	cdipos	Phocaeicola vulgatus	SemiBin_49	6.46651711408541	nanU|nanU_497957_bv	75.9	97.8	99.8	768.1	1.1e-220
SRR10507660|k141_22822_139	cdipos	Phocaeicola vulgatus	SemiBin_49	6.37618217257823	nanU|nanU_497957_bv	75.9	97.8	99.8	768.1	1.1e-220
SRR10507655|k141_31969_64	cdipos	Phocaeicola vulgatus	SemiBin_49	6.01497020961337	nanU|nanU_497957_bv	75.9	97.8	99.8	768.1	1.1e-220
SRR10507654|k141_7681_85	cdipos	Phocaeicola vulgatus	SemiBin_49	5.96436349703005	nanU|nanU_497957_bv	75.9	97.8	99.8	768.1	1.1e-220
SRR10507657|k141_43039_93	control	Parabacteroides distasonis	SemiBin_185	21.5263044123122	nanU|nanU_500862_bv	41.0	96.4	96.8	355.9	1.3999999999999999e-96
SRR10507655|k141_12089_1	control	Parabacteroides distasonis	SemiBin_185	21.0987975373533	nanU|nanU_500862_bv	41.0	96.4	96.8	355.9	1.3999999999999999e-96
SRR10507660|k141_22279_21	cdipos	Bacteroides salyersiae	SemiBin_9_sub	19.9080870102987	nanU|nanU_554903_bv	53.7	97.4	97.2	588.6	1.3e-166
SRR10507655|k141_26940_16	control	Bacteroides uniformis	bin.115	14.3615037214919	nanU|nanU_563802_bv	96.4	99.8	100.0	1077.8	0.0
SRR10507658|k141_19626_43	cdipos	Phocaeicola vulgatus	SemiBin_49	6.91091362202163	nanU|nanU_572409_bv	43.5	86.6	76.6	368.2	2.6e-100
SRR10507655|k141_9277_60	cdipos	Phocaeicola vulgatus	SemiBin_49	6.88047549748998	nanU|nanU_572409_bv	43.5	86.6	76.6	368.2	2.6e-100
SRR10507665|k141_35839_38	cdipos	Phocaeicola vulgatus	SemiBin_49	6.86781249194602	nanU|nanU_572409_bv	43.5	86.6	76.6	368.2	2.6e-100
SRR10507653|k141_55382_2	cdipos	Phocaeicola vulgatus	SemiBin_49	6.84528442765416	nanU|nanU_572409_bv	43.5	86.6	76.6	368.2	2.6e-100
SRR10507660|k141_6661_50	cdipos	Phocaeicola vulgatus	SemiBin_49	6.81551562442232	nanU|nanU_572409_bv	43.5	86.6	76.6	368.2	2.6e-100
SRR10507658|k141_34639_44	cdipos	Phocaeicola vulgatus	SemiBin_49	7.21174365390268	nanU|nanU_574902_bv	99.8	99.8	99.8	1028.1	5.799999999999999e-299
SRR10507665|k141_33370_55	cdipos	Phocaeicola vulgatus	SemiBin_49	6.29231314672528	nanU|nanU_574902_bv	99.8	99.8	99.8	1028.1	5.799999999999999e-299
SRR10507659|k141_123017_12	cdipos	Phocaeicola vulgatus	SemiBin_49	6.28179558492298	nanU|nanU_574902_bv	99.8	99.8	99.8	1028.1	5.799999999999999e-299
SRR10507655|k141_9478_85	cdipos	Phocaeicola vulgatus	SemiBin_49	6.24807111014491	nanU|nanU_574902_bv	99.8	99.8	99.8	1028.1	5.799999999999999e-299
SRR10507660|k141_31451_55	cdipos	Phocaeicola vulgatus	SemiBin_49	6.09706436227891	nanU|nanU_574902_bv	99.8	99.8	99.8	1028.1	5.799999999999999e-299
SRR10507666|k141_45943_17	cdipos	Phocaeicola vulgatus	SemiBin_49	6.07774002523157	nanU|nanU_574902_bv	99.8	99.8	99.8	1028.1	5.799999999999999e-299
SRR10507656|k141_110671_101	cdipos	Phocaeicola vulgatus	SemiBin_49	5.94529012359905	nanU|nanU_574902_bv	99.8	99.8	99.8	1028.1	5.799999999999999e-299
SRR10507657|k141_16342_115	cdipos	Phocaeicola vulgatus	SemiBin_49	5.87063556675685	nanU|nanU_574902_bv	99.8	99.8	99.8	1028.1	5.799999999999999e-299
SRR10507654|k141_17708_38	cdipos	Phocaeicola vulgatus	SemiBin_49	5.77046005077837	nanU|nanU_574902_bv	99.8	99.8	99.8	1028.1	5.799999999999999e-299
SRR10507660|k141_40245_14	cdipos	Bacteroides salyersiae	SemiBin_9_sub	19.4247777307788	nanU|nanU_592890_bv	99.6	99.8	100.0	985.7	3.1999999999999996e-286
SRR10507658|k141_28685_61	cdipos	Phocaeicola vulgatus	SemiBin_49	7.1174784421745	nanU|nanU_601173_bv	99.3	99.8	98.1	1151.3	0.0
SRR10507656|k141_20405_9	cdipos	Phocaeicola vulgatus	SemiBin_49	6.71767440856038	nanU|nanU_601173_bv	99.3	99.8	98.1	1151.3	0.0
SRR10507658|k141_1068_33	cdipos	Phocaeicola vulgatus	SemiBin_49	7.59234520316719	nanU|nanU_628889_bv	99.8	97.6	100.0	1073.9	9.5e-313
SRR10507666|k141_28584_38	cdipos	Phocaeicola vulgatus	SemiBin_49	6.89680646949549	nanU|nanU_628889_bv	99.8	97.6	100.0	1073.9	9.5e-313
SRR10507665|k141_7615_38	cdipos	Phocaeicola vulgatus	SemiBin_49	6.77578258118694	nanU|nanU_628889_bv	99.8	97.6	100.0	1073.9	9.5e-313
SRR10507660|k141_6438_38	cdipos	Phocaeicola vulgatus	SemiBin_49	6.76572699552805	nanU|nanU_628889_bv	99.8	97.6	100.0	1073.9	9.5e-313
SRR10507654|k141_16509_18	cdipos	Phocaeicola vulgatus	SemiBin_49	6.73467043125118	nanU|nanU_628889_bv	99.8	97.6	100.0	1073.9	9.5e-313
SRR10507659|k141_79417_73	cdipos	Phocaeicola vulgatus	SemiBin_49	6.65924651902963	nanU|nanU_628889_bv	99.8	97.6	100.0	1073.9	9.5e-313
SRR10507655|k141_93115_2	control	Parabacteroides distasonis	SemiBin_185	21.7074214417696	nanU|nanU_645800_bv	99.6	99.8	99.4	1076.6	0.0
SRR10507660|k141_9918_80	cdipos	Phocaeicola vulgatus	SemiBin_49	6.90602789553445	nanU|nanU_69728_bv	99.2	99.8	100.0	1051.6	5.1000000000000003e-306
SRR10507665|k141_21304_162	cdipos	Phocaeicola vulgatus	SemiBin_49	6.90433336133565	nanU|nanU_69728_bv	99.2	99.8	100.0	1051.6	5.1000000000000003e-306
SRR10507655|k141_13460_23	cdipos	Phocaeicola vulgatus	SemiBin_49	6.8926431426326	nanU|nanU_69728_bv	99.2	99.8	100.0	1051.6	5.1000000000000003e-306
SRR10507660|k141_6769_31	cdipos	Phocaeicola vulgatus	SemiBin_49	7.20110601153051	nanU|nanU_71571_bv	44.1	99.6	99.7	556.6	6.7e-157
SRR10507656|k141_43828_26	cdipos	Phocaeicola vulgatus	SemiBin_49	7.19558172055543	nanU|nanU_71571_bv	44.1	99.6	99.7	556.6	6.7e-157
SRR10507654|k141_20732_25	cdipos	Phocaeicola vulgatus	SemiBin_49	7.11658353169792	nanU|nanU_71571_bv	44.1	99.6	99.7	556.6	6.7e-157
SRR10507666|k141_16965_146	cdipos	Phocaeicola vulgatus	SemiBin_49	7.11057027001949	nanU|nanU_71571_bv	44.1	99.6	99.7	556.6	6.7e-157
SRR10507659|k141_42601_146	cdipos	Phocaeicola vulgatus	SemiBin_49	7.10374463375547	nanU|nanU_71571_bv	44.1	99.6	99.7	556.6	6.7e-157
SRR10507655|k141_5_27	cdipos	Phocaeicola vulgatus	SemiBin_49	7.09850207872504	nanU|nanU_71571_bv	44.1	99.6	99.7	556.6	6.7e-157
SRR10507658|k141_23688_19	cdipos	Phocaeicola vulgatus	SemiBin_49	7.05374630971924	nanU|nanU_71571_bv	44.1	99.6	99.7	556.6	6.7e-157
SRR10507665|k141_43666_44	cdipos	Phocaeicola vulgatus	SemiBin_49	6.94946697507347	nanU|nanU_71571_bv	44.1	99.6	99.7	556.6	6.7e-157
SRR10507665|k141_9642_16	cdipos	Parabacteroides distasonis	bin.71	7.54160375957995	nanU|nanU_79795_bv	60.7	99.6	99.4	637.9	1.8e-181
SRR10507658|k141_2827_50	cdipos	Escherichia coli	bin.2	35.9937007553752	satB|MBM3693078.1	40.0	97.5	99.4	219.2	1.2e-55
SRR10507662|k141_28286_106	diarrheacdineg	Pyramidobacter piscolens	SemiBin_70	-8.1866877461837	satB|MCS6825930.1	40.2	95.7	97.1	221.1	3.2e-56
SRR10507658|k141_14628_8	cdipos	Escherichia coli	bin.2	30.9642880523961	satB|MFN4189717.1	43.8	95.0	96.4	251.9	1.8000000000000001e-65
SRR10507666|k141_18311_28	cdipos	Escherichia coli	bin.2	22.5635625101859	satB|MFN4189717.1	43.8	95.0	96.4	251.9	1.8000000000000001e-65
SRR10507662|k141_28286_1	diarrheacdineg	Pyramidobacter piscolens	SemiBin_70	-9.39519587328614	satB|WP_263079827.1	57.0	99.7	100.0	349.4	7.499999999999999e-95
SRR10507663|k141_9088_44	diarrheacdineg	Enterococcus_B faecium	SemiBin_28	-14.1366109264666	satD|MBW4095910.1	45.1	79.2	95.9	228.4	2e-58
SRR10507661|k141_12448_27	diarrheacdineg	Enterococcus_B faecium	SemiBin_28	-15.4056766443581	satD|MBW4095910.1	45.1	79.2	95.9	228.4	2e-58
SRR10507658|k141_14628_11	cdipos	Escherichia coli	bin.2	26.1650703071842	satD|WP_022922052.1	47.9	79.3	92.8	228.0	2.5000000000000002e-58
SRR10507661|k141_90_3	diarrheacdineg	Enterococcus_B faecium	SemiBin_28	-13.2008321182271	satD|WP_069102428.1	50.0	77.8	85.0	233.0	7.5e-60
SRR10507663|k141_14466_3	diarrheacdineg	Enterococcus_B faecium	SemiBin_28	-13.5109677005869	satD|WP_069102428.1	50.0	77.8	85.0	233.0	7.5e-60
SRR10507661|k141_16962_65	diarrheacdineg	Enterococcus_B faecium	SemiBin_28	-13.7911633449524	satD|WP_227924124.1	44.6	81.9	94.8	237.7	3.2e-61
SRR10507663|k141_71_76	diarrheacdineg	Enterococcus_B faecium	SemiBin_28	-14.3247681457841	satD|WP_227924124.1	44.6	81.9	94.8	237.7	3.2e-61
SRR10507658|k141_15461_8	cdipos	Escherichia coli	bin.2	29.3914036283304	satD|WP_249736668.1	40.2	89.2	82.5	141.4	2.5e-32
SRR10507666|k141_18488_8	cdipos	Escherichia coli	bin.2	22.4142724528054	satD|WP_249736668.1	40.2	89.2	82.5	141.4	2.5e-32
SRR10507661|k141_10104_71	diarrheacdineg	Enterococcus_B faecium	SemiBin_28	-16.3294071202227	satD|WP_436072170.1	40.5	70.7	95.3	164.1	5.1e-39
SRR10507662|k141_20231_42	diarrheacdineg	Pyramidobacter piscolens	SemiBin_70	-9.96572808855839	siaM|siaM_10307_bv	100.0	99.3	100.0	810.4	1.6999999999999999e-233
SRR10507662|k141_23948_4	diarrheacdineg	Pyramidobacter piscolens	SemiBin_70	-9.33427014338655	siaM|siaM_124661_bv	100.0	99.8	100.0	794.3	1.2e-228
SRR10507666|k141_40091_33	cdipos	Escherichia coli	bin.2	25.2751124737871	siaM|siaM_2231_bv	100.0	99.8	100.0	789.3	4.0000000000000002e-227
SRR10507658|k141_11379_33	cdipos	Escherichia coli	bin.2	23.6341916015129	siaM|siaM_2231_bv	100.0	99.8	100.0	789.3	4.0000000000000002e-227
SRR10507662|k141_17857_165	diarrheacdineg	Enterocloster bolteae	SemiBin_60	-9.73734315530278	siaM|siaM_403770_bv	100.0	99.8	100.0	788.1	8.800000000000001e-227
SRR10507662|k141_2487_4	diarrheacdineg	Pyramidobacter piscolens	SemiBin_70	-9.854346828965	siaP|siaP_225879_bv	47.2	97.3	99.4	337.0	4.6e-91
SRR10507663|k141_14750_20	diarrheacdineg	Enterococcus_B faecium	SemiBin_28	-16.0191144819321	siaQ|siaQ_327815_bv	54.5	95.6	93.8	153.7	3.1e-36
SRR10507658|k141_11379_32	cdipos	Escherichia coli	bin.2	23.5892714008515	siaQ|siaQ_3733_bv	100.0	99.4	100.0	318.2	9.6e-86
SRR10507666|k141_40091_32	cdipos	Escherichia coli	bin.2	19.8209768256123	siaQ|siaQ_3733_bv	100.0	99.4	100.0	318.2	9.6e-86
