SRR10507656|k141_49284_56	nanU|nanU_17366_bv	100.0	524	0	0	1	524	1	524	0.0e+00	1082.8
SRR10507666|k141_64_542	siaT|siaT_3434_uniprot	100.0	436	0	0	1	436	1	436	3.7e-209	729.6
SRR10507660|k141_48859_76	nanU|nanU_44722_bv	99.4	516	3	0	15	530	1	516	3.9e-301	1035.4
SRR10507655|k141_61343_9	siaM|siaM_391923_bv	99.5	429	2	0	1	429	1	429	1.2e-220	767.7
SRR10507665|k141_56239_19	neuA|neuA_10743_uniprot	86.0	228	32	0	1	228	1	228	5.5e-111	402.5
SRR10507658|k141_2827_50	satB|MBM3693078.1	40.0	315	179	2	1	307	1	313	1.2e-55	219.2
SRR10507653|k141_5931_27	nagA|nagA_107202_bv	100.0	380	0	0	1	380	1	380	2.7e-224	779.6
SRR10507658|k141_11379_32	siaQ|siaQ_3733_bv	100.0	160	0	0	1	160	1	160	9.6e-86	318.2
SRR10507655|k141_53384_3	nagA|nagA_22675_bv	100.0	383	0	0	1	383	1	383	1.3e-218	760.8
SRR10507660|k141_18639_5	nanU|nanU_157462_bv	100.0	519	0	0	1	519	1	519	1.1e-308	1060.4
SRR10507656|k141_91866_394	nanK|nanK_40_bv	59.1	318	127	2	1	317	1	316	1.4e-104	381.7
SRR10507658|k141_11379_230	nanQ|nanQ_4_bv	100.0	154	0	0	1	154	1	154	6.0e-85	315.5
SRR10507660|k141_52838_19	neuA|neuA_10743_uniprot	86.0	228	32	0	1	228	1	228	5.5e-111	402.5
SRR10507653|k141_7909_28	nanK|nanK_28066_bv	43.3	305	161	3	7	311	5	297	2.1e-57	224.9
SRR10507653|k141_136459_20	nanK|nanK_40_bv	59.1	318	127	2	1	317	1	316	1.4e-104	381.7
SRR10507655|k141_75874_89	satD|HIR91678.1	40.2	219	126	3	20	234	30	247	7.6e-38	159.8
SRR10507656|k141_42415_145	nagB|nagB_40150_bv	100.0	241	0	0	1	241	1	241	2.3e-136	486.9
SRR10507666|k141_64_543	siaQ|siaQ_46_uniprot	46.3	149	76	1	1	149	1	145	5.5e-30	132.9
SRR10507655|k141_53384_10	nagB|nagB_41631_bv	100.0	243	0	0	1	243	1	243	2.1e-137	490.3
SRR10507653|k141_131997_4	nagB|nagB_40150_bv	100.0	241	0	0	1	241	1	241	2.3e-136	486.9
SRR10507658|k141_15094_142	siaQ|siaQ_46_uniprot	46.3	149	76	1	1	149	1	145	5.5e-30	132.9
SRR10507653|k141_63267_6	siaM|siaM_1481_bv	100.0	429	0	0	1	429	1	429	1.7e-222	773.9
SRR10507654|k141_82764_1	nanE|nanE_2785_bv	99.5	193	1	0	1	193	42	234	5.9e-106	385.6
SRR10507662|k141_3951_1	ompF|ompF_60602_refseq	99.6	275	1	0	1	275	1	275	6.5e-159	562.0
SRR10507662|k141_48623_95	satD|WP_115412169.1	40.0	210	118	6	15	218	44	251	4.1e-32	140.6
SRR10507662|k141_51282_25	nanQ|nanQ_634_uniprot	100.0	149	0	0	1	149	1	149	3.2e-83	309.7
SRR10507661|k141_24511_8	nanK|nanK_19549_bv	99.6	234	1	0	1	234	1	234	6.4e-128	459.1
SRR10507661|k141_10280_52	nanK|nanK_30939_bv	98.3	234	4	0	1	234	1	234	9.5e-132	471.9
SRR10507663|k141_7482_2	nanK|nanK_30939_bv	98.3	234	4	0	1	234	1	234	9.5e-132	471.9
SRR10507661|k141_25001_34	siaP|siaP_129413_bv	47.3	256	134	1	31	285	18	273	3.8e-61	237.3
SRR10507663|k141_2018_67	nanE|nanE_26011_bv	100.0	227	0	0	1	227	1	227	2.0e-121	437.2
SRR10507666|k141_12471_58	nanT|nanT_4300_bv	100.0	496	0	0	1	496	11	506	1.2e-283	977.2
SRR10507660|k141_48658_43	nanU|nanU_305779_bv	60.5	598	231	3	1	598	1	593	1.4e-214	748.0
SRR10507660|k141_5820_26	nanU|nanU_291680_bv	42.6	493	266	8	1	490	10	488	1.2e-115	419.1
SRR10507658|k141_11379_233	nanT|nanT_4300_bv	100.0	496	0	0	1	496	11	506	1.2e-283	977.2
SRR10507660|k141_39517_10	SIAE|SIAE_31893_bv	100.0	691	0	0	1	691	1	691	0.0e+00	1442.2
SRR10507660|k141_23111_41	nanU|nanU_378182_bv	45.8	548	272	10	16	548	3	540	5.5e-125	450.3
SRR10507665|k141_44798_11	nanM|nanM_2289_bv	99.4	310	2	0	1	310	1	310	1.7e-184	647.5
SRR10507666|k141_38918_21	siaT|siaT_19174_uniprot	90.6	425	40	0	1	425	1	425	3.2e-205	716.5
SRR10507653|k141_87531_97	nanK|nanK_22396_bv	45.2	310	170	0	3	312	5	314	9.0e-72	272.7
SRR10507658|k141_11379_33	siaM|siaM_2231_bv	100.0	434	0	0	1	434	1	434	4.0e-227	789.3
SRR10507666|k141_12471_135	nagA|nagA_31930_refseq	98.4	377	6	0	1	377	1	377	7.7e-211	734.9
SRR10507656|k141_3050_26	nanK|nanK_22396_bv	45.2	310	170	0	3	312	5	314	9.0e-72	272.7
SRR10507658|k141_11379_156	nagA|nagA_31930_refseq	98.4	377	6	0	1	377	1	377	7.7e-211	734.9
SRR10507658|k141_12980_165	satD|WP_419102340.1	46.1	267	140	2	3	269	23	285	1.4e-59	232.3
SRR10507658|k141_31640_3	satB|MFN4189717.1	40.8	336	166	3	1	336	1	303	5.0e-68	260.4
SRR10507658|k141_3147_42	siaM|siaM_3328_bv	100.0	433	0	0	1	433	1	433	1.8e-227	790.4
SRR10507655|k141_28184_16	nanK|nanK_22396_bv	45.2	310	170	0	3	312	5	314	9.0e-72	272.7
SRR10507660|k141_39517_11	nanM|nanM_2289_bv	99.4	310	2	0	1	310	1	310	1.7e-184	647.5
SRR10507657|k141_9251_28	nanK|nanK_22396_bv	45.2	310	170	0	3	312	5	314	9.0e-72	272.7
SRR10507662|k141_49279_2	nanU|nanU_305779_bv	60.5	598	231	3	1	598	1	593	1.4e-214	748.0
SRR10507655|k141_42024_2	satD|WP_009212436.1	41.2	216	109	7	19	222	28	237	8.8e-29	129.4
SRR10507665|k141_23466_10	SIAE|SIAE_9715_bv	100.0	473	0	0	1	473	1	473	6.8e-289	994.6
SRR10507665|k141_15547_2	nagA|nagA_15549_bv	100.0	390	0	0	1	390	1	390	4.1e-231	802.4
SRR10507658|k141_29756_281	ompF|ompF_6268_bv	65.9	361	112	4	1	351	1	360	3.8e-135	483.4
SRR10507654|k141_52501_94	nanK|nanK_22396_bv	45.2	310	170	0	3	312	5	314	9.0e-72	272.7
SRR10507665|k141_98_48	nanU|nanU_168364_bv	41.9	570	278	15	1	553	3	536	2.0e-111	405.2
SRR10507665|k141_62550_4	nanT|nanT_4300_bv	100.0	496	0	0	1	496	11	506	1.2e-283	977.2
SRR10507658|k141_2827_47	satD|WP_062009075.1	41.1	231	135	1	3	232	14	244	1.5e-43	178.7
SRR10507666|k141_27510_3	satB|MFN4189717.1	40.8	336	166	3	1	336	1	303	5.0e-68	260.4
SRR10507658|k141_5080_15	satD|WP_311358684.1	48.7	238	119	3	21	258	36	270	1.3e-57	225.7
SRR10507658|k141_34911_300	nanU|nanU_93146_bv	99.6	571	2	0	23	593	1	571	0.0e+00	1200.7
SRR10507658|k141_4476_207	nanK|nanK_707_uniprot	55.3	349	154	1	51	397	3	351	1.7e-107	391.7
SRR10507653|k141_87531_122	nanK|nanK_28066_bv	43.6	305	160	3	7	311	5	297	4.8e-57	223.8
SRR10507662|k141_27771_46	nanU|nanU_183841_bv	100.0	503	0	0	1	503	14	516	6.7e-295	1014.6
SRR10507666|k141_18311_13	ompF|ompF_42_uniprot	98.4	366	6	0	1	366	1	366	2.8e-210	733.0
SRR10507660|k141_11875_163	siaM|siaM_130527_bv	100.0	432	0	0	1	432	2	433	1.5e-218	760.8
SRR10507654|k141_2263_124	nanK|nanK_297_bv	51.8	309	138	2	8	316	3	300	3.6e-84	313.9
SRR10507665|k141_98_57	nanU|nanU_459495_bv	45.4	540	274	9	1	536	1	523	6.4e-126	453.4
SRR10507655|k141_47151_29	siaM|siaM_170323_bv	98.8	429	5	0	1	429	1	429	1.1e-221	771.2
SRR10507660|k141_39434_1	nagA|nagA_15549_bv	100.0	390	0	0	1	390	1	390	4.1e-231	802.4
SRR10507653|k141_81404_5	satD|WP_307581220.1	40.6	212	118	4	17	221	29	239	2.7e-30	134.4
SRR10507653|k141_9508_73	nanK|nanK_297_bv	51.8	309	138	2	8	316	3	300	2.8e-84	314.3
SRR10507655|k141_28184_41	nanK|nanK_28066_bv	43.6	305	160	3	7	311	5	297	4.8e-57	223.8
SRR10507665|k141_9642_16	nanU|nanU_79795_bv	60.7	535	203	5	2	535	3	531	1.8e-181	637.9
SRR10507665|k141_44798_10	SIAE|SIAE_31893_bv	100.0	691	0	0	1	691	1	691	0.0e+00	1442.2
SRR10507658|k141_14628_23	ompF|ompF_42_uniprot	98.4	366	6	0	1	366	1	366	2.8e-210	733.0
SRR10507658|k141_15094_103	nagA|nagA_54888_bv	100.0	382	0	0	1	382	21	402	1.4e-220	767.3
SRR10507660|k141_36331_6	nanU|nanU_45386_bv	65.7	461	158	0	1	461	1	461	2.0e-176	620.9
SRR10507660|k141_20205_4	SIAE|SIAE_9715_bv	100.0	473	0	0	1	473	1	473	6.8e-289	994.6
SRR10507656|k141_474_28	nanK|nanK_297_bv	51.8	309	138	2	8	316	3	300	2.8e-84	314.3
SRR10507665|k141_37657_6	nanU|nanU_45386_bv	65.7	461	158	0	1	461	1	461	2.0e-176	620.9
SRR10507654|k141_52501_69	nanK|nanK_28066_bv	43.6	305	160	3	7	311	5	297	4.8e-57	223.8
SRR10507665|k141_17755_8	nanU|nanU_191178_bv	99.1	531	5	0	5	535	3	533	3.2e-311	1068.9
SRR10507655|k141_29703_5	nagA|nagA_4700_bv	100.0	379	0	0	1	379	1	379	3.6e-224	779.2
SRR10507660|k141_48021_41	nanU|nanU_313707_bv	54.3	540	243	3	14	552	9	545	2.9e-166	587.4
SRR10507660|k141_48021_97	nanU|nanU_156911_bv	65.0	509	169	3	4	503	1	509	4.3e-193	676.4
SRR10507660|k141_5820_67	nanU|nanU_563729_bv	97.8	505	11	0	2	506	1	505	6.5e-298	1024.6
SRR10507665|k141_31255_42	nanU|nanU_305779_bv	60.5	598	231	3	1	598	1	593	1.4e-214	748.0
SRR10507665|k141_51859_99	nanU|nanU_563729_bv	97.8	505	11	0	2	506	1	505	6.5e-298	1024.6
SRR10507666|k141_23232_9	satD|WP_419102340.1	46.1	267	140	2	3	269	23	285	1.4e-59	232.3
SRR10507666|k141_12311_66	satD|WP_121660542.1	40.2	219	112	8	4	208	3	216	4.6e-25	117.1
SRR10507666|k141_64_582	nagA|nagA_54888_bv	100.0	382	0	0	1	382	21	402	1.4e-220	767.3
SRR10507665|k141_58180_8	nanU|nanU_122390_bv	60.1	484	173	6	16	486	4	480	3.3e-158	560.5
SRR10507665|k141_51859_30	nanU|nanU_302044_bv	46.5	568	277	15	2	554	10	565	3.9e-126	454.1
SRR10507666|k141_34645_2	nanR|nanR_1411_uniprot	49.7	479	238	2	1	478	1	477	2.5e-121	438.0
SRR10507666|k141_64_441	satD|WP_115412169.1	40.0	210	118	6	15	218	44	251	4.1e-32	140.6
SRR10507662|k141_45655_27	nanU|nanU_93146_bv	98.9	571	6	0	23	593	1	571	0.0e+00	1191.0
SRR10507653|k141_5931_79	siaT|siaT_43426_uniprot	99.5	429	2	0	1	429	1	429	8.4e-222	771.5
SRR10507666|k141_15135_20	siaM|siaM_6793_bv	100.0	431	0	0	1	431	1	431	1.8e-211	737.3
SRR10507665|k141_10165_12	SIAE|SIAE_26902_refseq	100.0	326	0	0	1	326	1	326	2.1e-201	703.4
SRR10507666|k141_23592_27	SIAE|SIAE_14671_refseq	97.1	448	13	0	52	499	1	448	2.3e-260	900.2
SRR10507656|k141_40648_8	satD|QIW15883.1	41.5	224	124	5	20	237	41	263	1.3e-33	145.6
SRR10507666|k141_3278_49	satD|WP_129315695.1	41.3	252	145	2	3	251	10	261	6.6e-47	189.9
SRR10507658|k141_1282_41	siaQ|siaQ_11754_bv	100.0	165	0	0	1	165	1	165	7.6e-86	318.5
SRR10507653|k141_83599_41	nagA|nagA_128853_bv	100.0	379	0	0	1	379	2	380	3.6e-224	779.2
SRR10507665|k141_19596_163	siaM|siaM_130527_bv	100.0	432	0	0	1	432	2	433	1.5e-218	760.8
SRR10507665|k141_51557_76	nanU|nanU_44722_bv	99.4	516	3	0	15	530	1	516	3.9e-301	1035.4
SRR10507655|k141_33752_77	nanE|nanE_1216_bv	100.0	232	0	0	1	232	1	232	6.6e-128	458.8
SRR10507659|k141_117413_111	nanU|nanU_156911_bv	65.0	509	169	3	4	503	1	509	4.3e-193	676.4
SRR10507659|k141_49844_9	nanU|nanU_484026_bv	45.2	405	202	10	1	401	113	501	2.3e-91	338.2
SRR10507660|k141_20915_14	nagB|nagB_173245_bv	49.6	236	119	0	1	236	1	236	6.5e-62	239.6
SRR10507666|k141_32288_9	satD|WP_116413521.1	46.4	263	130	3	17	270	4	264	2.4e-59	231.5
SRR10507660|k141_11950_37	nanU|nanU_453965_bv	41.1	593	309	10	1	583	2	564	3.9e-121	437.6
SRR10507658|k141_32540_109	nagB|nagB_46925_bv	100.0	270	0	0	1	270	1	270	1.3e-156	554.3
SRR10507665|k141_57009_38	SIAE|SIAE_12166_uniprot	100.0	470	0	0	1	470	64	533	2.7e-290	999.2
SRR10507660|k141_39517_8	nanH|nanH_15173_bv	99.7	394	1	0	147	540	1	394	4.9e-235	815.8
SRR10507658|k141_12980_60	ompF|ompF_307_bv	68.1	392	104	6	1	377	1	386	1.9e-145	517.7
SRR10507653|k141_130073_38	nanA|nanA_29593_bv	98.4	309	5	0	1	309	4	312	1.2e-172	607.8
SRR10507666|k141_12471_57	nanA|nanA_5472_bv	100.0	297	0	0	1	297	1	297	5.4e-167	589.0
SRR10507660|k141_48858_47	nanU|nanU_168364_bv	41.9	570	278	15	1	553	3	536	2.0e-111	405.2
SRR10507654|k141_5763_3	satD|WP_378813248.1	40.6	212	110	5	20	220	28	234	3.3e-28	127.5
SRR10507658|k141_34245_207	ompF|ompF_60602_refseq	97.8	368	4	1	1	364	1	368	8.2e-210	731.5
SRR10507660|k141_15775_23	nanH|nanH_9455_bv	45.5	413	217	5	10	419	14	421	1.8e-112	408.3
SRR10507657|k141_48599_31	siaM|siaM_60137_bv	100.0	446	0	0	1	446	1	446	1.1e-235	817.8
SRR10507666|k141_37925_8	siaM|siaM_8195_bv	100.0	426	0	0	1	426	1	426	1.4e-224	780.8
SRR10507665|k141_19596_118	nanU|nanU_183841_bv	100.0	503	0	0	1	503	14	516	6.7e-295	1014.6
SRR10507658|k141_16781_7	satB|HUX88249.1	42.1	318	177	3	4	319	2	314	3.0e-62	241.1
SRR10507657|k141_29982_71	satD|WP_263128115.1	45.2	261	136	3	5	260	6	264	9.6e-58	226.1
SRR10507660|k141_19163_36	nanU|nanU_79795_bv	60.7	535	203	5	2	535	3	531	1.8e-181	637.9
SRR10507658|k141_1964_173	nanA|nanA_11995_bv	59.3	297	121	0	1	297	1	297	1.6e-102	374.8
SRR10507665|k141_3554_155	nanU|nanU_346838_bv	87.4	525	65	1	1	524	1	525	5.0e-285	981.9
SRR10507666|k141_64_581	nagB|nagB_80253_bv	84.2	297	16	1	1	266	1	297	3.8e-140	499.6
SRR10507658|k141_31782_19	nanQ|nanQ_1757_bv	96.8	155	5	0	1	155	1	155	2.5e-83	310.1
SRR10507666|k141_28259_520	nanK|nanK_707_uniprot	55.3	349	154	1	51	397	3	351	1.7e-107	391.7
SRR10507665|k141_13307_97	nanU|nanU_156911_bv	65.0	509	169	3	4	503	1	509	4.3e-193	676.4
SRR10507654|k141_54918_2	satD|WP_400294658.1	40.1	212	119	5	17	221	29	239	7.1e-31	136.3
SRR10507666|k141_10263_2	SIAE|SIAE_11657_bv	100.0	469	0	0	1	469	2	470	1.3e-287	990.3
SRR10507653|k141_107433_8	kpsM|kpsM_245_uniprot	46.2	264	130	5	2	263	18	271	3.9e-52	207.2
SRR10507658|k141_41582_2	satD|WP_271417843.1	43.4	267	124	3	18	284	30	269	1.2e-56	222.6
SRR10507660|k141_57618_351	nanK|nanK_7216_bv	43.5	324	158	7	7	328	4	304	2.5e-59	231.5
SRR10507657|k141_22784_96	nanU|nanU_574553_bv	51.1	536	237	7	3	538	4	514	1.2e-153	545.4
SRR10507658|k141_38670_8	kpsD|kpsD_11_bv	99.8	558	1	0	1	558	1	558	0.0e+00	1076.6
SRR10507658|k141_31782_22	siaP|siaP_523080_bv	53.2	316	144	3	14	328	17	329	2.6e-90	334.3
SRR10507665|k141_60399_3	nanK|nanK_7216_bv	43.5	324	158	7	7	328	4	304	2.5e-59	231.5
SRR10507659|k141_117413_53	nanU|nanU_313707_bv	54.3	540	243	3	14	552	9	545	2.9e-166	587.4
SRR10507665|k141_3554_152	nanU|nanU_10567_bv	100.0	518	0	0	1	518	1	518	0.0e+00	1091.6
SRR10507666|k141_18488_8	satD|WP_249736668.1	40.2	229	125	7	21	244	41	262	2.5e-32	141.4
SRR10507658|k141_15094_586	satD|HJG53471.1	40.5	190	107	3	28	213	37	224	7.3e-26	119.8
SRR10507656|k141_8935_23	siaM|siaM_19737_bv	100.0	429	0	0	1	429	1	429	1.6e-225	783.9
SRR10507653|k141_141498_23	satD|WP_299048949.1	48.9	235	117	2	28	262	37	268	2.1e-57	224.9
SRR10507660|k141_26108_2	nanK|nanK_10126_bv	100.0	277	0	0	1	277	26	302	4.4e-155	549.3
SRR10507658|k141_15094_143	siaT|siaT_3434_uniprot	100.0	436	0	0	1	436	1	436	3.7e-209	729.6
SRR10507655|k141_33071_2	satD|WP_400294658.1	40.1	212	119	5	17	221	29	239	7.1e-31	136.3
SRR10507665|k141_17826_17	nanU|nanU_410087_bv	98.7	466	6	0	39	504	1	466	3.2e-273	942.6
