ID	Cluster
WP_250927895.1	sulfatases
WP_254091731.1	sulfatases
WP_262308442.1	sulfatases
WP_309488231.1	sulfatases
WP_322606838.1	sulfatases
WP_298793877.1	sulfatases
WP_315851278.1	sulfatases
WP_345536126.1	sulfatases
WP_354007947.1	sulfatases
WP_354007949.1	sulfatases
WP_307186933.1	sulfatases
WP_346750028.1	sulfatases
WP_346761158.1	sulfatases
WP_462597559.1	sulfatases
WP_125230601.1	sulfatases
WP_007280855.1	sulfatases
WP_007415032.1	sulfatases
WP_007415055.1	sulfatases
WP_013549262.1	sulfatases
WP_013549269.1	sulfatases
WP_047816814.1	sulfatases
WP_081162467.1	sulfatases
WP_109674506.1	sulfatases
WP_103944260.1	sulfatases
WP_146371067.1	sulfatases
WP_146371392.1	sulfatases
WP_126162088.1	sulfatases
WP_146392113.1	sulfatases
WP_146397840.1	sulfatases
WP_147869682.1	sulfatases
WP_147869911.1	sulfatases
WP_152216627.1	sulfatases
WP_163324718.1	sulfatases
WP_141616131.1	sulfatases
WP_152285428.1	sulfatases
WP_163324722.1	sulfatases
WP_186755338.1	sulfatases
WP_206294430.1	sulfatases
WP_206295235.1	sulfatases
WP_197443887.1	sulfatases
WP_204732671.1	sulfatases
WP_197528881.1	sulfatases
WP_204821962.1	sulfatases
WP_204971496.1	sulfatases
WP_222847121.1	sulfatases
WP_237445738.1	sulfatases
WP_237589531.1	sulfatases
WP_237589534.1	sulfatases
WP_241140262.1	sulfatases
WP_233214575.1	sulfatases
WP_254014014.1	sulfatases
WP_274825100.1	sulfatases
WP_279244934.1	sulfatases
WP_344848814.1	sulfatases
WP_246420026.1	sulfatases
WP_344899264.1	sulfatases
WP_345327948.1	sulfatases
WP_394654341.1	sulfatases
WP_458925206.1	sulfatases
WP_027395881.1	sulfatases
WP_025291253.1	sulfatases
WP_031455767.1	sulfatases
WP_031530146.1	sulfatases
WP_072989086.1	sulfatases
WP_099622973.1	sulfatases
WP_075133632.1	sulfatases
WP_145107399.1	sulfatases
WP_150074407.1	sulfatases
WP_145171868.1	sulfatases
WP_145222783.1	sulfatases
WP_144607397.1	sulfatases
WP_146851620.1	sulfatases
WP_146852731.1	sulfatases
WP_157637692.1	sulfatases
WP_160736589.1	sulfatases
WP_163737780.1	sulfatases
WP_184192238.1	sulfatases
WP_200466956.1	sulfatases
WP_227690313.1	sulfatases
WP_184339629.1	sulfatases
WP_235552855.1	sulfatases
WP_232056279.1	sulfatases
WP_274314156.1	sulfatases
WP_274314164.1	sulfatases
WP_314013646.1	sulfatases
WP_314013693.1	sulfatases
WP_338394458.1	sulfatases
WP_354011187.1	sulfatases
WP_302041988.1	sulfatases
WP_302041989.1	sulfatases
WP_266279927.1	sulfatases
WP_266332767.1	sulfatases
WP_377563954.1	sulfatases
WP_382392594.1	sulfatases
WP_377565868.1	sulfatases
WP_382394518.1	sulfatases
WP_008150652.1	sulfatases
WP_011906683.1	sulfatases
WP_020474330.1	sulfatases
WP_039326103.1	sulfatases
WP_052242582.1	sulfatases
WP_062269014.1	sulfatases
WP_062270818.1	sulfatases
WP_068137323.1	sulfatases
WP_092896527.1	sulfatases
WP_092897295.1	sulfatases
WP_123216906.1	sulfatases
WP_149338655.1	sulfatases
WP_165603857.1	sulfatases
WP_149340434.1	sulfatases
WP_179504333.1	sulfatases
WP_146503315.1	sulfatases
WP_176869059.1	sulfatases
WP_146523488.1	sulfatases
WP_146524080.1	sulfatases
WP_189568463.1	sulfatases
WP_196275972.1	sulfatases
WP_203963473.1	sulfatases
WP_146531057.1	sulfatases
WP_203998306.1	sulfatases
WP_200273087.1	sulfatases
WP_231739545.1	sulfatases
WP_245576601.1	sulfatases
WP_282036521.1	sulfatases
WP_344246674.1	sulfatases
WP_345684356.1	sulfatases
WP_345735359.1	sulfatases
WP_377178873.1	sulfatases
WP_461113106.1	sulfatases
WP_015545718.1	sulfatases
WP_052881411.1	sulfatases
WP_076349318.1	sulfatases
WP_076350762.1	sulfatases
WP_103442630.1	sulfatases
WP_116960316.1	sulfatases
WP_136059545.1	sulfatases
WP_121353551.1	sulfatases
WP_136062143.1	sulfatases
WP_136065454.1	sulfatases
WP_146402405.1	sulfatases
WP_136065702.1	sulfatases
WP_146402550.1	sulfatases
WP_146413212.1	sulfatases
WP_160168146.1	sulfatases
WP_183497300.1	sulfatases
WP_187587279.1	sulfatases
WP_147869499.1	sulfatases
WP_147869579.1	sulfatases
WP_198639055.1	sulfatases
WP_198840375.1	sulfatases
WP_210046791.1	sulfatases
WP_194530100.1	sulfatases
WP_194536892.1	sulfatases
WP_215224117.1	sulfatases
WP_215237984.1	sulfatases
WP_231615953.1	sulfatases
WP_235861246.1	sulfatases
WP_277926359.1	sulfatases
WP_273624495.1	sulfatases
WP_264500968.1	sulfatases
WP_428651469.1	sulfatases
WP_428651474.1	sulfatases
WP_445230707.1	sulfatases
WP_008701667.1	sulfatases
WP_008704995.1	sulfatases
WP_047815484.1	sulfatases
WP_088253735.1	sulfatases
WP_088342019.1	sulfatases
WP_090122965.1	sulfatases
WP_106401117.1	sulfatases
WP_090123388.1	sulfatases
WP_126160773.1	sulfatases
WP_131893652.1	sulfatases
WP_144208222.1	sulfatases
WP_144246678.1	sulfatases
WP_145262647.1	sulfatases
WP_155364703.1	sulfatases
WP_145279326.1	sulfatases
WP_145280145.1	sulfatases
WP_161391019.1	sulfatases
WP_159302928.1	sulfatases
WP_163385802.1	sulfatases
WP_163386774.1	sulfatases
WP_190826029.1	sulfatases
WP_168442073.1	sulfatases
WP_201682185.1	sulfatases
WP_201683164.1	sulfatases
WP_204032886.1	sulfatases
WP_240433858.1	sulfatases
WP_235908705.1	sulfatases
WP_235908976.1	sulfatases
WP_261972186.1	sulfatases
WP_345319973.1	sulfatases
WP_345322844.1	sulfatases
WP_380001807.1	sulfatases
WP_413976491.1	sulfatases
WP_345335666.1	sulfatases
WP_345335669.1	sulfatases
WP_460640025.1	sulfatases
WP_413994827.1	sulfatases
WP_415266850.1	sulfatases
WP_029446871.1	sulfatases
WP_062366335.1	sulfatases
WP_050809600.1	sulfatases
WP_055544088.1	sulfatases
WP_066631947.1	sulfatases
WP_055606622.1	sulfatases
WP_092178648.1	sulfatases
WP_092178683.1	sulfatases
WP_090170901.1	sulfatases
WP_133156234.1	sulfatases
WP_136078248.1	sulfatases
WP_116847035.1	sulfatases
WP_147867335.1	sulfatases
WP_150077973.1	sulfatases
WP_152285466.1	sulfatases
WP_152285638.1	sulfatases
WP_167896761.1	sulfatases
WP_166167940.1	sulfatases
WP_177195148.1	sulfatases
WP_185694686.1	sulfatases
WP_189171976.1	sulfatases
WP_182511521.1	sulfatases
WP_189360092.1	sulfatases
WP_200310958.1	sulfatases
WP_200349595.1	sulfatases
WP_200353510.1	sulfatases
WP_200353729.1	sulfatases
WP_228102192.1	sulfatases
WP_238755512.1	sulfatases
WP_245578362.1	sulfatases
WP_245578731.1	sulfatases
WP_274313714.1	sulfatases
WP_274313861.1	sulfatases
WP_345336765.1	sulfatases
WP_379662883.1	sulfatases
WP_380803854.1	sulfatases
WP_394018577.1	sulfatases
WP_460546049.1	sulfatases
WP_009958050.1	sulfatases
WP_013902438.1	sulfatases
WP_031487140.1	sulfatases
WP_044221022.1	sulfatases
WP_082211982.1	sulfatases
WP_077025449.1	sulfatases
WP_104003949.1	sulfatases
WP_114750944.1	sulfatases
WP_130007796.1	sulfatases
WP_147765945.1	sulfatases
WP_144884481.1	sulfatases
WP_163964755.1	sulfatases
WP_155433563.1	sulfatases
WP_168442146.1	sulfatases
WP_186753502.1	sulfatases
WP_186754029.1	sulfatases
WP_186776157.1	sulfatases
WP_184306583.1	sulfatases
WP_209140864.1	sulfatases
WP_218587927.1	sulfatases
WP_222846405.1	sulfatases
WP_222847027.1	sulfatases
WP_233696239.1	sulfatases
WP_240732836.1	sulfatases
WP_245889437.1	sulfatases
WP_262921391.1	sulfatases
WP_264943857.1	sulfatases
WP_264943873.1	sulfatases
WP_284216660.1	sulfatases
WP_303317233.1	sulfatases
WP_319593233.1	sulfatases
WP_371435284.1	sulfatases
WP_405705037.1	sulfatases
WP_406214361.1	sulfatases
WP_413978955.1	sulfatases
WP_459248827.1	sulfatases
WP_014019365.1	sulfatases
WP_014019959.1	sulfatases
WP_054727612.1	sulfatases
WP_106228122.1	sulfatases
WP_073093778.1	sulfatases
WP_106320210.1	sulfatases
WP_117350748.1	sulfatases
WP_124870755.1	sulfatases
WP_124908303.1	sulfatases
WP_139956452.1	sulfatases
WP_162415857.1	sulfatases
WP_165701301.1	sulfatases
WP_169660335.1	sulfatases
WP_169660348.1	sulfatases
WP_169665594.1	sulfatases
WP_169665626.1	sulfatases
WP_190865750.1	sulfatases
WP_198148679.1	sulfatases
WP_201684548.1	sulfatases
WP_212188373.1	sulfatases
WP_232189947.1	sulfatases
WP_238988374.1	sulfatases
WP_244532383.1	sulfatases
WP_272182286.1	sulfatases
WP_306416902.1	sulfatases
WP_313068098.1	sulfatases
WP_313832806.1	sulfatases
WP_338236835.1	sulfatases
WP_338237291.1	sulfatases
WP_343851598.1	sulfatases
WP_343852629.1	sulfatases
WP_345089083.1	sulfatases
WP_345512533.1	sulfatases
WP_345565320.1	sulfatases
WP_394669214.1	sulfatases
WP_413112259.1	sulfatases
WP_421810761.1	sulfatases
WP_030402441.1	sulfatases
WP_066473121.1	sulfatases
WP_068487121.1	sulfatases
WP_068546830.1	sulfatases
WP_068546840.1	sulfatases
WP_071068524.1	sulfatases
WP_072989071.1	sulfatases
WP_084241432.1	sulfatases
WP_077130267.1	sulfatases
WP_106541457.1	sulfatases
WP_145278007.1	sulfatases
WP_145299725.1	sulfatases
WP_145368774.1	sulfatases
WP_155263569.1	sulfatases
WP_161625582.1	sulfatases
WP_161716277.1	sulfatases
WP_182867497.1	sulfatases
WP_182868535.1	sulfatases
WP_206571252.1	sulfatases
WP_204670067.1	sulfatases
WP_212188385.1	sulfatases
WP_212188388.1	sulfatases
WP_229683281.1	sulfatases
WP_240704880.1	sulfatases
WP_252587034.1	sulfatases
WP_244275735.1	sulfatases
WP_245953722.1	sulfatases
WP_245972291.1	sulfatases
WP_284309069.1	sulfatases
WP_277859299.1	sulfatases
WP_303276379.1	sulfatases
WP_326328175.1	sulfatases
WP_338395626.1	sulfatases
WP_345246584.1	sulfatases
WP_353943720.1	sulfatases
WP_379828506.1	sulfatases
WP_400072826.1	sulfatases
WP_413976505.1	sulfatases
WP_414003164.1	sulfatases
WP_460166033.1	sulfatases
WP_461138966.1	sulfatases
WP_144973915.1	sulfatases
WP_144996770.1	sulfatases
WP_144997948.1	sulfatases
WP_145054026.1	sulfatases
WP_256009917.1	sulfatases
WP_259635944.1	sulfatases
WP_006981238.1	sulfatases
WP_052323370.1	sulfatases
WP_066318620.1	sulfatases
WP_066318648.1	sulfatases
WP_068851521.1	sulfatases
WP_076457071.1	sulfatases
WP_152757985.1	sulfatases
WP_089379754.1	sulfatases
WP_083549924.1	sulfatases
WP_103923123.1	sulfatases
WP_120239191.1	sulfatases
WP_125042495.1	sulfatases
WP_111372552.1	sulfatases
WP_111374100.1	sulfatases
WP_167899171.1	sulfatases
WP_169980137.1	sulfatases
WP_197456090.1	sulfatases
WP_233903221.1	sulfatases
WP_231902353.1	sulfatases
WP_232100760.1	sulfatases
WP_242091871.1	sulfatases
WP_232100826.1	sulfatases
WP_244177987.1	sulfatases
WP_380906095.1	sulfatases
WP_343328612.1	sulfatases
WP_348397479.1	sulfatases
WP_400073746.1	sulfatases
WP_343328616.1	sulfatases
WP_400073782.1	sulfatases
WP_387904463.1	sulfatases
WP_369411061.1	sulfatases
WP_388002981.1	sulfatases
WP_377169359.1	sulfatases
WP_021320118.1	sulfatases
WP_029637684.1	sulfatases
WP_044229075.1	sulfatases
WP_066195720.1	sulfatases
WP_086501822.1	sulfatases
WP_086502616.1	sulfatases
WP_068136104.1	sulfatases
WP_090125856.1	sulfatases
WP_075967791.1	sulfatases
WP_084560211.1	sulfatases
WP_144972006.1	sulfatases
WP_159669846.1	sulfatases
WP_165732662.1	sulfatases
WP_165732670.1	sulfatases
WP_222539315.1	sulfatases
WP_222846227.1	sulfatases
WP_202200859.1	sulfatases
WP_206688049.1	sulfatases
WP_232513954.1	sulfatases
WP_240459314.1	sulfatases
WP_240571736.1	sulfatases
WP_254509476.1	sulfatases
WP_254738516.1	sulfatases
WP_266055544.1	sulfatases
WP_283430806.1	sulfatases
WP_283430931.1	sulfatases
WP_346758974.1	sulfatases
WP_379879130.1	sulfatases
WP_379931965.1	sulfatases
WP_136480208.1	sulfatases
WP_369327571.1	sulfatases
WP_344160760.1	sulfatases
WP_113889736.1	sulfatases
WP_155599080.1	sulfatases
WP_158865043.1	sulfatases
WP_015027715.1	sulfatases
WP_002648479.1	sulfatases
WP_022680857.1	sulfatases
WP_068135345.1	sulfatases
WP_068361806.1	sulfatases
WP_053084482.1	sulfatases
WP_073002721.1	sulfatases
WP_109264922.1	sulfatases
WP_133968382.1	sulfatases
WP_136078795.1	sulfatases
WP_136081216.1	sulfatases
WP_146400862.1	sulfatases
WP_146407957.1	sulfatases
WP_166937964.1	sulfatases
WP_149640653.1	sulfatases
WP_205123388.1	sulfatases
WP_215225905.1	sulfatases
WP_205305367.1	sulfatases
WP_168882574.1	sulfatases
WP_215354645.1	sulfatases
WP_231962446.1	sulfatases
WP_239867618.1	sulfatases
WP_242286974.1	sulfatases
WP_242287186.1	sulfatases
WP_277478972.1	sulfatases
WP_320263214.1	sulfatases
WP_380921616.1	sulfatases
WP_366183979.1	sulfatases
WP_311591664.1	sulfatases
WP_430809555.1	sulfatases
WP_435895163.1	sulfatases
WP_006979498.1	sulfatases
WP_006994320.1	sulfatases
WP_009281539.1	sulfatases
WP_044620627.1	sulfatases
WP_044982971.1	sulfatases
WP_066015186.1	sulfatases
WP_075349660.1	sulfatases
WP_078402459.1	sulfatases
WP_146402969.1	sulfatases
WP_155362801.1	sulfatases
WP_158862264.1	sulfatases
WP_158862601.1	sulfatases
WP_167546710.1	sulfatases
WP_167547033.1	sulfatases
WP_169792307.1	sulfatases
WP_184335626.1	sulfatases
WP_187245685.1	sulfatases
WP_188507782.1	sulfatases
WP_195895113.1	sulfatases
WP_242094229.1	sulfatases
WP_264514300.1	sulfatases
WP_311939683.1	sulfatases
WP_345455311.1	sulfatases
WP_376772525.1	sulfatases
WP_377943580.1	sulfatases
WP_395437848.1	sulfatases
WP_449441379.1	sulfatases
WP_450261454.1	sulfatases
WP_460514787.1	sulfatases
WP_052866485.1	sulfatases
WP_076454453.1	sulfatases
WP_076454773.1	sulfatases
WP_085500653.1	sulfatases
