qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	baseMean	log2FoldChange	padj
SRR11927450|k99_422_1	GH35.UVS00231.1	78.0	601	128	2	4	601	9	608	5.6e-295	1012.3	16.6778804529412	23.5213094672953	1.40429036952567e-12
SRR11927462|k99_3322_4	GH2.AHF23795.1	52.7	847	381	9	1	841	1	833	7.1e-264	909.4	14.4967613095654	21.1867461409152	2.77670728243896e-12
SRR11927462|k99_11060_3	WP_069156396.1	76.9	849	196	0	1	849	1	849	0.0e+00	1405.2	14.3347194165488	20.8523440501384	5.53634940954782e-12
SRR11927463|k99_32243_4	GH2.QBE95754.1	42.4	1073	551	13	1	1054	1	1025	2.5e-258	891.3	13.9984218843655	18.7685958094539	7.16412703174271e-12
SRR11927449|k99_3418_2	GH31.AAR59382.1	73.1	695	186	1	15	708	3	697	0.0e+00	1101.3	22.5103118402359	22.5658838425087	1.69284270217403e-11
SRR11927444|k99_14602_3	GH36.QDW75218.1	58.3	731	303	2	11	740	12	741	5.3e-255	879.8	9.78676921757822	22.375828426267	1.79388592778033e-11
SRR11927448|k99_16746_2	GH3.QUT44772.1	59.5	565	207	7	2	545	6	569	8.1e-182	636.7	22.3828309363656	24.1361536016392	1.97879216747882e-11
SRR11927445|k99_2355_82	GH31.WAJ26076.1	99.6	833	3	0	1	833	1	833	0.0e+00	1730.7	16.5966108983313	-24.0426620029874	2.03331326332728e-11
SRR11927448|k99_16746_3	GH3.UVR10884.1	43.0	539	296	5	33	565	28	561	4.8e-123	441.4	21.2288720813839	24.0191695300348	2.33469802837205e-11
SRR11927461|k99_2543_32	GH31.WAJ26076.1	99.6	833	3	0	1	833	1	833	0.0e+00	1730.7	16.263787485934	-23.9506386036111	2.44607554158248e-11
SRR11927449|k99_13397_1	GH2.UWP48101.1	68.8	831	254	2	4	829	1	831	0.0e+00	1256.1	27.2649669052997	22.4144818620527	2.76739732259731e-11
SRR11927449|k99_375_5	GH3.QUT44772.1	59.5	565	207	7	2	545	6	569	8.1e-182	636.7	19.3194671482383	23.8580751521081	2.84769763101923e-11
SRR11927460|k99_2647_7	GH2.SEH92831.1	47.5	769	381	12	5	759	27	786	1.7e-198	692.2	16.743504815919	-23.9601465515891	3.14379004453521e-11
SRR11927444|k99_3723_14	GH3.UVR10884.1	42.6	549	288	7	2	537	27	561	8.3e-120	430.6	9.29910191944284	22.2727516076573	3.19699795252943e-11
SRR11927453|k119_7808_22	GH31.WAJ26076.1	99.6	833	3	0	1	833	1	833	0.0e+00	1730.7	16.0277463493541	-23.7782157826004	3.98060963965741e-11
SRR11927460|k99_2647_6	GH95.WMJ86583.1	85.4	766	112	0	2	767	3	768	0.0e+00	1395.6	13.9811699778694	-23.7690290701992	3.99062029229438e-11
SRR11927460|k99_5189_18	GH123.QRV19335.1	69.4	552	169	0	1	552	1	552	3.0e-234	810.4	14.1613889707475	-23.7572819160889	4.27547657662972e-11
SRR11927444|k99_7534_1	GH36.AXM89529.1	48.2	708	363	3	10	716	12	716	2.7e-195	681.4	10.7033660944643	22.3550370820837	4.39700878917814e-11
SRR11927463|k99_3023_6	GH2.QUT69940.1	70.2	1121	326	4	2	1115	4	1123	0.0e+00	1666.7	40.3123924136048	18.0464884691532	5.99480129959582e-11
SRR11927462|k99_16342_3	GH20.ABX40994.1	53.4	605	278	2	1	604	1	602	2.1e-193	674.9	10.9967091365061	20.6408767089039	8.10511636061486e-11
SRR11927452|k99_1480_1	GH2.SEH92831.1	47.9	769	378	12	5	759	27	786	1.1e-200	699.5	9.58911530973181	-23.3620163387023	8.32013772364789e-11
SRR11927449|k99_375_4	GH3.UVR10884.1	43.2	539	295	5	33	565	28	561	9.8e-124	443.7	18.9933960957768	23.2412218457508	9.414442656087e-11
SRR11927448|k99_16746_5	GH16.QVJ80220.1	61.5	338	122	3	35	371	34	364	1.1e-120	432.6	11.0321843846517	23.0042956018104	1.08951994552551e-10
SRR11927437|k99_18342_2	WP_245820198.1	54.3	674	306	2	33	704	21	694	6.9e-220	763.1	19.854851256716	17.7810004537456	1.11510960337828e-10
SRR11927462|k99_6159_2	GH95.UWP55508.1	59.8	739	294	2	1	736	1	739	1.1e-265	915.2	12.9625795206911	20.3800480503535	1.6570765511965e-10
SRR11927462|k99_6398_3	GH3.XHR92735.1	44.3	576	308	7	161	728	2	572	7.1e-135	480.7	11.5854760491675	20.1702664410634	1.86589029991086e-10
SRR11927434|k99_18171_6	GH2.ADY34049.1	69.0	1021	313	2	2	1020	10	1029	0.0e+00	1543.5	37.0464580402944	17.3968779304898	2.17808085800723e-10
SRR11927462|k99_12999_3	GH36.AVM41756.1	53.1	734	335	3	1	731	1	728	1.8e-239	828.2	12.225723433184	20.3010958641159	2.29352280930118e-10
SRR11927462|k99_3220_21	GH2.QBE95754.1	42.5	1073	550	13	1	1054	1	1025	3.3e-258	891.0	13.9883512358767	18.1561031738326	4.18358221856742e-10
SRR11927440|k99_10140_1	GH31.BCJ98925.1	83.4	673	111	1	1	673	1	672	0.0e+00	1229.9	12.3312310427685	18.208513312092	5.34756149896426e-10
SRR11927444|k99_7839_4	GH42.WOC31724.1	50.4	671	329	4	1	668	1	670	1.9e-206	718.4	9.21632327909568	22.257567126139	7.49981548769447e-10
SRR11927437|k99_22_7	GH2.QUT69940.1	70.1	1121	327	4	2	1115	4	1123	0.0e+00	1661.7	38.2134563379905	17.8574231004696	9.3363473493358e-10
SRR11927434|k99_24055_1	GH2.QUT69940.1	70.2	1121	326	4	2	1115	4	1123	0.0e+00	1666.7	41.7417811717633	17.7827628316339	1.3517056004904e-09
SRR11927462|k99_6304_3	GH2.AUS95659.1	65.5	568	194	2	1	568	238	803	1.4e-234	811.6	9.35994581559948	20.5641331907405	1.83909592266212e-09
SRR11927462|k99_8039_1	GH31.BDF46845.1	87.5	664	83	0	1	664	1	664	0.0e+00	1279.2	11.3974084772361	20.532253255058	2.19304660147094e-09
SRR11927462|k99_1467_2	GH42.UOX58106.1	60.0	672	260	3	6	675	10	674	4.3e-259	893.3	8.61115124988778	20.286135641722	2.72855185214226e-09
SRR11927462|k99_28965_1	GH29.UWP24576.1	68.7	489	151	2	1	488	1	488	1.8e-219	761.1	7.869644936028	20.192605933766	2.9851998778965e-09
SRR11927462|k99_7435_1	GH36.AEE97182.1	42.4	531	300	4	54	581	81	608	9.3e-130	463.4	9.06233741044074	20.0976966371471	3.69009787354836e-09
SRR11927462|k99_22599_9	WP_330640401.1	84.5	567	88	0	1	567	1	567	3.9e-290	996.1	8.08037377323576	19.8293169394438	5.02684392307401e-09
SRR11927446|k99_19541_1	GH42.UQT31706.1	57.8	606	234	6	1	604	1	586	1.3e-203	708.8	7.16167283297247	22.4698678642337	1.25470361393753e-08
SRR11927434|k99_14596_14	GH2.CBL02867.1	64.4	1035	351	6	1	1026	1	1027	0.0e+00	1415.6	27.9817186446177	16.8228291128132	1.95825829955028e-08
SRR11927463|k99_21232_6	GH2.ADY34049.1	68.8	1030	318	2	1	1028	1	1029	0.0e+00	1548.5	36.5505973637436	17.1026844689147	4.86303932859891e-08
SRR11927437|k99_18342_1	WP_010266002.1	75.6	704	169	3	1	702	1	703	0.0e+00	1095.9	14.7067965186655	17.0775937169014	5.07701634857647e-08
SRR11927439|k99_13854_5	WP_202856239.1	45.6	375	195	6	27	400	40	406	1.2e-96	352.8	13.8433595439917	17.1946031447481	5.3343898588952e-08
SRR11927434|k99_3813_19	GH2.BCK00272.1	58.9	875	300	7	1	875	1	815	0.0e+00	1082.4	16.7297485767568	15.9991107425343	4.15366114188336e-07
SRR11927435|k99_22715_1	GH95.UBD66840.1	67.1	817	267	2	1	817	1	815	0.0e+00	1170.2	16.8431224942627	17.1479275897635	5.06734997081656e-07
SRR11927437|k99_13682_2	GH2.QQY41744.1	65.9	938	316	2	19	952	32	969	0.0e+00	1379.8	17.5574341470326	17.0136744163944	5.11594476078754e-06
SRR11927439|k99_9928_1	WP_010266002.1	75.9	704	167	3	1	702	1	703	0.0e+00	1097.8	18.9599705641086	17.0122639635553	6.32547792123912e-06
SRR11927439|k99_4819_42	GH31.QUT32557.1	50.4	785	380	4	2	780	4	785	1.6e-230	798.5	21.3048812685668	16.5304654865814	1.44950574088847e-05
SRR11927439|k99_32660_11	GH2.QQY41744.1	66.0	938	315	2	19	952	32	969	0.0e+00	1383.2	30.6714685044264	16.1848060483984	2.96227801204705e-05
SRR11927439|k99_4052_4	GH95.UWO03956.1	67.3	822	265	4	1	819	1	821	0.0e+00	1169.1	21.0201188535975	15.9055144344624	3.40096641723155e-05
SRR11927439|k99_32660_12	WP_107032344.1	77.2	378	83	2	1	376	1	377	4.5e-186	649.8	11.5606374803096	14.9828734814149	7.99330976297501e-05
SRR11927435|k99_38878_1	GH3.UVR10884.1	40.9	511	243	6	1	500	108	570	1.2e-104	380.2	7.36624997933063	14.7291378520985	0.000459720534866469
SRR11927435|k99_3107_2	GH42.BBF45276.1	69.7	671	197	3	1	669	1	667	1.9e-296	1017.3	9.26916437084906	14.7281346168025	0.000489140264018585
SRR11927444|k99_6593_1	GH2.AWZ38459.1	96.3	991	37	0	1	991	1	991	0.0e+00	2019.6	14.2310992467852	7.36880154943936	0.000552025601535314
SRR11927434|k99_17377_12	GH36.AWY99188.1	56.7	730	282	5	4	731	5	702	3.1e-255	880.6	13.8055913074142	13.4599403670736	0.000651735983615438
SRR11927448|k99_14034_2	GH3.XHR92735.1	41.3	595	312	9	161	748	2	566	1.6e-126	453.0	17.0678132704448	8.23700175273716	0.000781558596707675
SRR11927448|k99_12179_1	GH129.XKQ18713.1	59.3	629	254	2	3	631	1	627	2.8e-244	844.0	12.9410014567408	7.8509027136722	0.000924655329884274
SRR11927443|k99_20297_1	GH2.AWZ38459.1	96.4	938	34	0	1	938	1	938	0.0e+00	1909.0	12.947658423973	7.83502833476462	0.00106512191997322
SRR11927449|k99_744_24	GH2.AWZ38459.1	96.3	998	37	0	1	998	1	998	0.0e+00	2035.0	14.9359150656605	7.75396349384323	0.00202190021109646
SRR11927449|k99_13342_56	GH2.QUT69940.1	70.1	1117	328	3	4	1115	8	1123	0.0e+00	1672.1	33.4573711317927	9.47667457037804	0.00209849219866647
SRR11927444|k99_219_19	GH35.WOY89634.1	99.3	598	4	0	1	598	1	598	0.0e+00	1228.8	10.5784154665279	7.54369358257088	0.00218610698549704
SRR11927447|k99_20706_3	GH2.AWZ38459.1	96.3	998	37	0	1	998	1	998	0.0e+00	2035.0	15.3440280369759	8.37728916193356	0.00225889435954243
SRR11927449|k99_3468_16	GH35.WOY89634.1	99.3	598	4	0	1	598	1	598	0.0e+00	1228.8	13.3034721025926	7.58939412261897	0.00298169650185359
SRR11927442|k79_13148_1	GH2.AWZ38459.1	96.9	773	24	0	1	773	120	892	0.0e+00	1580.8	11.5400423888434	7.96643179546288	0.00379925479178456
SRR11927462|k99_378_8	GH36.AXM89529.1	49.2	733	361	5	2	728	3	730	1.0e-210	732.6	24.4612486862501	5.5832666488588	0.00396822621541763
SRR11927447|k99_9876_5	GH36.AWZ38451.1	98.1	732	14	0	1	732	1	732	0.0e+00	1471.8	10.4954204522321	7.53770091315353	0.00405483554945453
SRR11927446|k99_10094_2	GH36.AWZ38451.1	98.1	732	14	0	1	732	1	732	0.0e+00	1471.8	11.2772739689968	7.93292501386195	0.00424232389418639
SRR11927443|k99_2495_2	GH36.AWZ38451.1	98.1	732	14	0	3	734	1	732	0.0e+00	1472.2	12.4916274114108	7.17928934761418	0.00425176616886913
SRR11927449|k99_8546_12	WP_242334730.1	41.6	351	187	6	62	406	43	381	1.0e-59	230.3	12.0274608352964	7.73441557358911	0.00461310170573779
SRR11927446|k99_26356_1	GH2.AWZ38459.1	96.3	936	35	0	1	936	1	936	0.0e+00	1905.2	13.2202487170608	6.63653383816089	0.0053551251330745
SRR11927443|k99_1068_9	GH35.WOY89634.1	99.3	598	4	0	1	598	1	598	0.0e+00	1228.8	9.24547974458022	7.35396808672939	0.00538348228229187
SRR11927448|k99_17536_6	GH84.UHZ87400.1	50.9	731	351	6	4	728	5	733	1.6e-223	775.4	26.1579673602281	9.01255717543325	0.00610694463412386
SRR11927449|k99_9627_9	GH84.UHZ87400.1	51.2	731	349	6	4	728	5	733	1.1e-224	779.2	24.2507050043972	8.88427279879956	0.00672899285323527
SRR11927449|k99_5011_2	GH36.AWZ38451.1	98.1	732	14	0	1	732	1	732	0.0e+00	1471.8	10.5030720332371	7.24533460370403	0.00738749550790542
SRR11927448|k99_17328_1	GH2.ADY31985.1	64.6	813	287	1	25	837	23	834	0.0e+00	1160.2	29.2370327455286	9.29634589448195	0.00746877985624842
SRR11927448|k99_15547_2	WP_251620484.1	86.6	732	98	0	1	732	1	732	0.0e+00	1364.4	21.465816454787	8.82370520665188	0.00865110966820372
SRR11927449|k99_953_11	WP_035456300.1	51.9	464	217	4	18	476	21	483	9.4e-144	509.6	15.806515285735	8.35522266397707	0.00868695887557122
SRR11927450|k99_1091_1	GH95.AZQ64685.1	52.0	752	355	5	25	775	308	1054	2.7e-241	834.3	21.4877996024417	8.83004128103881	0.00871186789077647
SRR11927449|k99_11374_2	GH110.UVR07205.1	68.4	586	184	1	5	590	8	592	2.4e-253	874.0	20.1730860616415	8.57989090447154	0.00888600292244406
SRR11927448|k99_9335_12	GH29.UVQ45368.1	63.8	687	237	7	3	684	4	683	6.9e-265	912.5	21.7065292695359	8.61562748329511	0.00894658602442475
SRR11927448|k99_7393_5	GH20.ALK86219.1	71.4	775	220	2	1	774	1	774	0.0e+00	1181.8	22.2018735148108	8.65412765065053	0.00902621311516038
SRR11927444|k99_9711_6	GH36.AWZ38451.1	98.1	732	14	0	1	732	1	732	0.0e+00	1471.8	11.3547918699409	6.6022577290671	0.00927693006233547
SRR11927450|k99_7452_2	GH29.UVQ45368.1	63.8	687	237	7	3	684	4	683	6.9e-265	912.5	19.3819279736579	8.48571282753552	0.00940208004600266
SRR11927449|k99_3433_1	GH29.UVQ45368.1	63.8	687	237	7	3	684	4	683	5.3e-265	912.9	20.4190929600135	8.50482313911602	0.00942318720326748
SRR11927447|k99_9761_18	WP_242334730.1	41.6	351	187	6	62	406	43	381	1.0e-59	230.3	6.75889838006584	6.60616634646033	0.00955132520236555
SRR11927449|k99_84_7	WP_251620484.1	86.6	732	98	0	1	732	1	732	0.0e+00	1362.1	23.8339940336562	8.92628853084246	0.00977231462875884
SRR11927447|k99_13604_4	GH42.QRT30718.1	71.2	666	192	0	9	674	9	674	3.5e-306	1049.7	9.38625223667196	7.62234575048106	0.00991438276704824
SRR11927447|k99_11566_5	GH2.ANU47447.1	47.8	822	425	3	1	819	1	821	4.1e-240	830.5	9.39337251230318	7.67017052135902	0.00991769423787023
SRR11927447|k99_18793_13	GH35.WOY89634.1	99.3	598	4	0	1	598	1	598	0.0e+00	1228.8	11.1995191286557	7.01969401545448	0.0102775101940345
SRR11927448|k99_7906_1	GH42.BDF44884.1	78.3	572	124	0	4	575	5	576	6.7e-290	995.3	8.98327316216739	7.14359966534695	0.0105581985291326
SRR11927449|k99_13342_44	GH20.ALK86219.1	71.1	775	222	2	1	774	1	774	0.0e+00	1178.3	20.4719277970354	8.70786794469745	0.0107087405505479
SRR11927448|k99_16628_1	GH29.UWP24576.1	74.3	459	118	0	1	459	20	478	2.8e-222	770.4	10.5422935757194	7.46716091780899	0.0110844857531249
SRR11927448|k99_7435_2	GH29.SCM55387.1	54.7	691	304	4	3	689	4	689	4.4e-219	760.4	18.9820270546772	8.61744170197735	0.0113862621215117
SRR11927442|k79_17005_1	GH29.UVQ45368.1	63.9	629	216	6	1	625	62	683	4.4e-242	836.6	17.9916914007412	8.26775012200319	0.0115991318519097
SRR11927442|k79_6146_3	GH35.WOY89634.1	99.5	552	3	0	1	552	47	598	0.0e+00	1135.9	9.92423652573621	7.74804938347536	0.0119054613301292
SRR11927443|k99_17737_2	WP_242334730.1	41.6	351	187	6	62	406	43	381	1.0e-59	230.3	7.00501682431183	6.33687127954092	0.0119238767708995
SRR11927447|k99_9972_2	GH42.WMC93747.1	69.7	666	202	0	1	666	1	666	1.8e-302	1037.3	9.68436356565554	7.32541197369544	0.012205200183569
SRR11927448|k99_12856_5	GH95.AZQ64685.1	51.9	752	356	5	26	776	308	1054	3.0e-240	830.9	21.9091223201797	8.86132688843897	0.012342962650047
SRR11927448|k99_9764_2	GH35.UBU20895.1	75.0	579	145	0	4	582	3	581	6.6e-277	952.2	11.0803620503735	7.6660985550927	0.0133830585611248
SRR11927442|k79_4669_2	WP_242334730.1	41.6	351	187	6	62	406	43	381	1.2e-59	229.9	5.66529001479963	6.64505860398488	0.0134022887883661
SRR11927448|k99_18219_3	GH20.QDM08718.1	69.9	542	159	4	1	539	1	541	2.8e-229	793.9	18.8418951847483	8.56937105751744	0.0134200329833722
SRR11927449|k99_13388_6	WP_251619867.1	83.4	686	114	0	1	686	13	698	0.0e+00	1187.6	17.8236074506029	8.57371959212801	0.0137828089321034
SRR11927450|k99_4109_1	WP_035456300.1	51.7	464	218	4	18	476	21	483	2.7e-143	508.1	15.0504436897294	8.2955303853772	0.0139593543041785
SRR11927448|k99_4650_4	AAO79736.1	69.9	495	147	2	20	513	27	520	2.1e-205	714.5	17.553244022247	8.47016087130271	0.0139872534228927
SRR11927448|k99_8654_2	GH3.CBL13854.1	40.9	574	328	6	230	793	1	573	6.1e-124	444.5	13.0753117986367	8.14519155208475	0.0141091739054271
SRR11927448|k99_9939_3	GH2.QHQ60713.1	63.9	699	241	4	11	702	2	696	8.5e-287	985.3	10.4059311009538	7.80892661179048	0.0142946902139524
SRR11927450|k99_11244_1	GH20.QIL41543.1	48.8	744	351	7	42	779	57	776	1.5e-207	722.2	20.8626903391246	8.78369884790758	0.0147100136637708
SRR11927448|k99_11820_1	WP_035456300.1	51.5	464	219	4	18	476	21	483	8.0e-143	506.5	15.7477005081783	8.39535560207746	0.0148745219947352
SRR11927450|k99_3941_2	WP_245820198.1	56.5	676	294	0	4	679	20	695	7.1e-230	796.2	18.7979161040869	8.63506102385566	0.0155121708929263
SRR11927448|k99_3053_5	WP_251619867.1	83.8	686	111	0	1	686	13	698	0.0e+00	1194.5	20.5118013542347	8.78643637332501	0.016008135243169
SRR11927449|k99_6682_14	AAO79736.1	70.1	495	146	2	20	513	27	520	8.3e-207	719.2	16.2406073108148	8.30516367925138	0.016409691630979
SRR11927450|k99_10389_2	GH20.ADV44725.1	65.5	643	217	3	24	663	28	668	1.6e-263	907.9	16.2240610528882	8.41735137802482	0.016865632129672
SRR11927444|k99_3657_4	GH2.UWF34674.1	66.6	1020	335	2	1	1015	1	1019	0.0e+00	1446.4	13.681392466049	7.31252692117158	0.0171177257188695
SRR11927448|k99_4247_8	GH20.ADV44725.1	65.5	643	217	3	24	663	28	668	4.3e-264	909.8	17.759774618726	8.58023076064233	0.0179647980387212
SRR11927450|k99_3410_2	GH2.WIO73987.1	44.8	656	334	9	19	650	27	678	1.2e-157	556.2	18.681623968121	8.64872512431644	0.0186382910391036
SRR11927448|k99_17406_7	GH110.UVR07205.1	68.3	586	185	1	5	590	8	592	3.1e-253	873.6	17.3687681569728	8.48856924662463	0.0186413693111098
SRR11927449|k99_9303_11	WP_245820198.1	57.0	676	291	0	4	679	20	695	2.9e-231	800.8	21.4683621710661	8.83599840107282	0.019380990482851
SRR11927449|k99_6407_4	GH2.WIO73987.1	45.0	656	333	9	19	650	27	678	1.6e-157	555.8	19.9956185194816	8.73979193782079	0.0198006058524741
SRR11927449|k99_4278_9	GH20.ADV44725.1	65.5	643	217	3	24	663	28	668	1.6e-263	907.9	18.3086391996435	8.60487694557001	0.0211078603959967
SRR11927442|k79_20990_2	WP_251620484.1	85.5	532	77	0	1	532	1	532	1.9e-286	983.8	11.3248694323285	7.91337757394943	0.0219702322862563
SRR11927460|k99_3627_23	GH31.WAJ26076.1	81.8	833	152	0	1	833	1	833	0.0e+00	1472.2	24.4937972521504	-9.04589853145111	0.0221871772204105
SRR11927435|k99_31199_4	GH36.AHV95704.1	45.3	758	384	4	1	755	1	730	6.5e-200	696.8	10.4925831550699	4.92064069497429	0.0229732234235326
SRR11927444|k99_4260_2	WP_242334730.1	41.6	351	187	6	62	406	43	381	1.0e-59	230.3	6.05906165521765	6.12566087771003	0.0231571221794657
SRR11927448|k99_3057_9	GH20.QIL41543.1	48.8	744	351	7	28	765	57	776	3.3e-207	721.1	20.6003624578228	8.79874339808279	0.0233790807867469
SRR11927448|k99_7048_2	WP_245820198.1	57.0	676	291	0	4	679	20	695	3.2e-230	797.3	20.7108400953076	8.80660032725934	0.0233824388831581
SRR11927449|k99_410_2	GH29.SCM55387.1	54.8	691	303	4	3	689	4	689	2.0e-219	761.5	20.9448278234212	8.82236098474413	0.023452709765242
SRR11927443|k99_22098_1	GH27.CBL08208.1	74.9	350	84	2	1	350	19	364	1.2e-161	568.5	4.06893678974894	6.2762893045656	0.0254120667050015
SRR11927448|k99_6985_1	GH35.BDF43808.1	44.4	504	258	6	2	495	5	496	6.3e-130	463.8	9.9765080416627	7.32682142235577	0.0261809791461291
SRR11927448|k99_11827_2	GH2.WIO73987.1	43.2	653	297	9	19	598	27	678	2.6e-146	518.5	18.7882868159353	8.661383781632	0.0267568662978257
SRR11927448|k99_3734_3	GH3.WZL81384.1	50.3	517	251	6	3	517	57	569	5.9e-144	510.4	9.23703772056078	7.62394751218679	0.0269136835800833
SRR11927448|k99_2966_1	GH2.UWP48101.1	69.2	834	252	2	1	829	1	834	0.0e+00	1260.0	27.1550012919976	9.1997672312398	0.0271090696315503
